player,target,actual,predicted,error,model
Jetro Willems,xg_p90,0.0362,0.0331,0.003,lgbm
Ondrej Duda,xg_p90,0.0622,0.0716,0.0094,lgbm
Lukas Rupp,xg_p90,0.1165,0.1224,0.0058,lgbm
Christoph Zimmermann,xg_p90,0.0252,0.0367,0.0115,lgbm
Tyler Adams,xg_p90,0.0378,0.0717,0.0339,lgbm
Christopher Nkunku,xg_p90,0.3647,0.3194,0.0453,lgbm
Marcel Sabitzer,xg_p90,0.2593,0.1879,0.0714,lgbm
Timo Werner,xg_p90,0.6826,0.6474,0.0353,lgbm
Justin Kluivert,xg_p90,0.1486,0.2605,0.1119,lgbm
Maya Yoshida,xg_p90,0.0227,0.0451,0.0223,lgbm
Ozan Kabak,xg_p90,0.0912,0.0441,0.0471,lgbm
Jonjoe Kenny,xg_p90,0.0431,0.0384,0.0047,lgbm
Weston McKennie,xg_p90,0.1172,0.0703,0.0469,lgbm
Jannik Vestergaard,xg_p90,0.0842,0.0428,0.0413,lgbm
Eric Dier,xg_p90,0.0603,0.0556,0.0047,lgbm
Harry Kane,xg_p90,0.4349,0.4483,0.0134,lgbm
Milot Rashica,xg_p90,0.2385,0.252,0.0135,lgbm
Josh Sargent,xg_p90,0.2669,0.2831,0.0162,lgbm
Sébastien Haller,xg_p90,0.3177,0.3363,0.0186,lgbm
Andriy Yarmolenko,xg_p90,0.218,0.2148,0.0032,lgbm
Wout Weghorst,xg_p90,0.5947,0.4443,0.1504,lgbm
Mike van der Hoorn,xg_p90,0.0265,0.0321,0.0056,lgbm
Stefan Ortega,xg_p90,0.0,-0.0043,0.0043,lgbm
Pierre-Emerick Aubameyang,xg_p90,0.3937,0.5272,0.1335,lgbm
Bernd Leno,xg_p90,0.0,0.003,0.003,lgbm
Granit Xhaka,xg_p90,0.0321,0.0463,0.0141,lgbm
Felipe,xg_p90,0.0656,0.0491,0.0165,lgbm
Philippe Coutinho,xg_p90,0.5505,0.4838,0.0667,lgbm
Eric Maxim Choupo-Moting,xg_p90,0.5159,0.5435,0.0276,lgbm
Leroy Sané,xg_p90,0.2693,0.3068,0.0375,lgbm
Pascal Groß,xg_p90,0.1775,0.1249,0.0526,lgbm
Kai Havertz,xg_p90,0.3257,0.2775,0.0482,lgbm
Callum Hudson-Odoi,xg_p90,0.1105,0.1059,0.0046,lgbm
Christian Pulisic,xg_p90,0.3159,0.2636,0.0523,lgbm
Timo Werner,xg_p90,0.3943,0.3985,0.0042,lgbm
Michy Batshuayi,xg_p90,0.1978,0.3062,0.1084,lgbm
Manuel Akanji,xg_p90,0.0651,0.0553,0.0098,lgbm
Emre Can,xg_p90,0.0422,0.0524,0.0102,lgbm
Erling Haaland,xg_p90,0.8787,0.8598,0.0189,lgbm
Jadon Sancho,xg_p90,0.2881,0.2902,0.0021,lgbm
Erik Durm,xg_p90,0.0851,0.0671,0.018,lgbm
Daichi Kamada,xg_p90,0.2139,0.236,0.0221,lgbm
James Rodríguez,xg_p90,0.1429,0.1593,0.0165,lgbm
Matheus Cunha,xg_p90,0.3518,0.2437,0.108,lgbm
Mattéo Guendouzi,xg_p90,0.0495,0.0911,0.0416,lgbm
Chris Richards,xg_p90,0.0095,0.0426,0.033,lgbm
Ryan Sessegnon,xg_p90,0.0457,0.0665,0.0208,lgbm
Ivan Perišić,xg_p90,0.2607,0.2278,0.033,lgbm
Matthijs de Ligt,xg_p90,0.0527,0.0458,0.0069,lgbm
Weston McKennie,xg_p90,0.2591,0.1767,0.0824,lgbm
Ondrej Duda,xg_p90,0.227,0.2079,0.0192,lgbm
Robin Koch,xg_p90,0.0557,0.0483,0.0074,lgbm
Çağlar Söyüncü,xg_p90,0.0346,0.0444,0.0098,lgbm
Leon Bailey,xg_p90,0.2606,0.2998,0.0392,lgbm
Moussa Diaby,xg_p90,0.1734,0.2336,0.0602,lgbm
Aleksandar Dragović,xg_p90,0.0158,0.0487,0.0329,lgbm
Thiago Alcántara,xg_p90,0.0583,0.0737,0.0154,lgbm
Ozan Kabak,xg_p90,0.0112,0.0498,0.0385,lgbm
Sadio Mané,xg_p90,0.4516,0.4411,0.0105,lgbm
Edimilson Fernandes,xg_p90,0.0535,0.0879,0.0344,lgbm
Jean-Philippe Mateta,xg_p90,0.7763,0.5865,0.1899,lgbm
Moussa Niakhate,xg_p90,0.0722,0.0462,0.026,lgbm
João Cancelo,xg_p90,0.0626,0.0756,0.013,lgbm
Joelinton,xg_p90,0.2451,0.2294,0.0157,lgbm
Thilo Kehrer,xg_p90,0.0446,0.0511,0.0066,lgbm
Tyler Adams,xg_p90,0.0632,0.0783,0.0151,lgbm
Justin Kluivert,xg_p90,0.3985,0.3756,0.0229,lgbm
Ibrahima Konaté,xg_p90,0.0906,0.0484,0.0422,lgbm
Christopher Nkunku,xg_p90,0.3282,0.2948,0.0335,lgbm
Marcel Sabitzer,xg_p90,0.3376,0.1628,0.1749,lgbm
Maya Yoshida,xg_p90,0.0712,0.0461,0.0251,lgbm
Ozan Kabak,xg_p90,0.0724,0.0376,0.0348,lgbm
Sead Kolašinac,xg_p90,0.0189,0.0654,0.0465,lgbm
Shkodran Mustafi,xg_p90,0.0521,0.0462,0.0059,lgbm
Oliver Burke,xg_p90,0.1489,0.3019,0.153,lgbm
Nathan Tella,xg_p90,0.1933,0.2018,0.0085,lgbm
Jannik Vestergaard,xg_p90,0.0524,0.0431,0.0094,lgbm
Wataru Endo,xg_p90,0.0792,0.0609,0.0183,lgbm
Nicolás González,xg_p90,0.7131,0.49,0.2231,lgbm
Orel Mangala,xg_p90,0.0512,0.1047,0.0535,lgbm
Konstantinos Mavropanos,xg_p90,0.0984,0.074,0.0245,lgbm
Eric Dier,xg_p90,0.0429,0.0459,0.003,lgbm
Harry Kane,xg_p90,0.587,0.4957,0.0913,lgbm
Taiwo Awoniyi,xg_p90,0.404,0.3942,0.0098,lgbm
Niclas Füllkrug,xg_p90,0.5131,0.412,0.1011,lgbm
Milot Rashica,xg_p90,0.2709,0.2736,0.0027,lgbm
Josh Sargent,xg_p90,0.1975,0.2069,0.0094,lgbm
Matheus Pereira,xg_p90,0.2549,0.1966,0.0583,lgbm
Sébastien Haller,xg_p90,0.2785,0.3185,0.04,lgbm
Maxence Lacroix,xg_p90,0.0486,0.0423,0.0064,lgbm
Wout Weghorst,xg_p90,0.5202,0.467,0.0532,lgbm
Nabil Bentaleb,xg_p90,0.0356,0.0476,0.0119,lgbm
Stefan Ortega,xg_p90,0.0,-0.0051,0.0051,lgbm
Pierre-Emerick Aubameyang,xg_p90,0.5121,0.4994,0.0126,lgbm
Granit Xhaka,xg_p90,0.0541,0.0798,0.0256,lgbm
Leon Bailey,xg_p90,0.1774,0.1847,0.0073,lgbm
Philippe Coutinho,xg_p90,0.2573,0.2094,0.048,lgbm
Matheus Cunha,xg_p90,0.4911,0.4665,0.0245,lgbm
Felipe,xg_p90,0.0419,0.0484,0.0065,lgbm
Pierre-Emerick Aubameyang,xg_p90,0.6488,0.7285,0.0797,lgbm
Nicolás González,xg_p90,0.1131,0.1269,0.0137,lgbm
Marcel Sabitzer,xg_p90,0.2088,0.1401,0.0687,lgbm
Leroy Sané,xg_p90,0.5192,0.4733,0.046,lgbm
Armel Bella Kotchap,xg_p90,0.0305,0.0386,0.008,lgbm
Frank Onyeka,xg_p90,0.0689,0.0673,0.0016,lgbm
Pascal Groß,xg_p90,0.1281,0.1157,0.0124,lgbm
Wout Weghorst,xg_p90,0.2979,0.3096,0.0116,lgbm
Kai Havertz,xg_p90,0.4328,0.4186,0.0142,lgbm
Callum Hudson-Odoi,xg_p90,0.2339,0.2259,0.008,lgbm
Christian Pulisic,xg_p90,0.3419,0.3292,0.0127,lgbm
Timo Werner,xg_p90,0.477,0.4556,0.0214,lgbm
Jean-Philippe Mateta,xg_p90,0.4559,0.3839,0.072,lgbm
Michael Olise,xg_p90,0.1341,0.1542,0.0201,lgbm
Manuel Akanji,xg_p90,0.0756,0.06,0.0156,lgbm
Emre Can,xg_p90,0.1757,0.0852,0.0906,lgbm
Erling Haaland,xg_p90,0.843,0.8139,0.0291,lgbm
Daichi Kamada,xg_p90,0.1935,0.2098,0.0163,lgbm
Jesper Lindstrøm,xg_p90,0.3644,0.3037,0.0607,lgbm
Jonjoe Kenny,xg_p90,0.0177,0.0344,0.0167,lgbm
Nicolás González,xg_p90,0.3857,0.3014,0.0842,lgbm
Mark Flekken,xg_p90,0.0,0.0024,0.0024,lgbm
Kevin Schade,xg_p90,0.2274,0.2385,0.0111,lgbm
Jetro Willems,xg_p90,0.0338,0.0254,0.0084,lgbm
Jacob Bruun Larsen,xg_p90,0.3103,0.358,0.0477,lgbm
Chris Richards,xg_p90,0.0828,0.0471,0.0357,lgbm
Georginio Rutter,xg_p90,0.3911,0.4069,0.0158,lgbm
Ivan Perišić,xg_p90,0.1372,0.1284,0.0088,lgbm
Matthijs de Ligt,xg_p90,0.0539,0.0491,0.0048,lgbm
Weston McKennie,xg_p90,0.1381,0.1437,0.0057,lgbm
Ondrej Duda,xg_p90,0.2179,0.172,0.0458,lgbm
Robin Koch,xg_p90,0.0457,0.0554,0.0096,lgbm
Çağlar Söyüncü,xg_p90,0.036,0.0466,0.0106,lgbm
Kevin Danso,xg_p90,0.0548,0.0539,0.001,lgbm
Shkodran Mustafi,xg_p90,0.0137,0.0415,0.0278,lgbm
Moussa Diaby,xg_p90,0.2609,0.3022,0.0413,lgbm
Thiago Alcántara,xg_p90,0.1115,0.0945,0.017,lgbm
Naby Keïta,xg_p90,0.1688,0.1318,0.037,lgbm
Ibrahima Konaté,xg_p90,0.0182,0.0605,0.0423,lgbm
Sadio Mané,xg_p90,0.5491,0.529,0.0202,lgbm
Moussa Niakhate,xg_p90,0.1367,0.0534,0.0834,lgbm
João Cancelo,xg_p90,0.1116,0.0602,0.0514,lgbm
Jadon Sancho,xg_p90,0.1705,0.2018,0.0312,lgbm
Mattéo Guendouzi,xg_p90,0.0999,0.1353,0.0353,lgbm
Joelinton,xg_p90,0.1161,0.1101,0.006,lgbm
Justin Kluivert,xg_p90,0.1349,0.1863,0.0514,lgbm
Dimitris Giannoulis,xg_p90,0.0077,0.0251,0.0174,lgbm
Ozan Kabak,xg_p90,0.0293,0.0345,0.0052,lgbm
Milot Rashica,xg_p90,0.105,0.1557,0.0507,lgbm
Lukas Rupp,xg_p90,0.0819,0.0884,0.0065,lgbm
Josh Sargent,xg_p90,0.1431,0.1662,0.0231,lgbm
Thilo Kehrer,xg_p90,0.0595,0.0704,0.0109,lgbm
Tyler Adams,xg_p90,0.0133,0.067,0.0536,lgbm
Joško Gvardiol,xg_p90,0.0934,0.047,0.0464,lgbm
Christopher Nkunku,xg_p90,0.5321,0.4295,0.1026,lgbm
Dominik Szoboszlai,xg_p90,0.28,0.2298,0.0502,lgbm
Maya Yoshida,xg_p90,0.0494,0.0449,0.0045,lgbm
Nathan Tella,xg_p90,0.0672,0.1728,0.1057,lgbm
Wataru Endo,xg_p90,0.1552,0.0767,0.0785,lgbm
Orel Mangala,xg_p90,0.102,0.1309,0.0289,lgbm
Omar Marmoush,xg_p90,0.2922,0.2842,0.008,lgbm
Konstantinos Mavropanos,xg_p90,0.0898,0.0529,0.037,lgbm
Eric Dier,xg_p90,0.0352,0.0466,0.0114,lgbm
Harry Kane,xg_p90,0.5179,0.5254,0.0074,lgbm
Ryan Sessegnon,xg_p90,0.0258,0.0903,0.0645,lgbm
Taiwo Awoniyi,xg_p90,0.563,0.4704,0.0926,lgbm
Maxence Lacroix,xg_p90,0.0542,0.0471,0.0071,lgbm
Wout Weghorst,xg_p90,0.4578,0.3888,0.069,lgbm
Nabil Bentaleb,xg_p90,0.1157,0.071,0.0447,lgbm
Granit Xhaka,xg_p90,0.1413,0.1658,0.0244,lgbm
Leon Bailey,xg_p90,0.2425,0.2727,0.0302,lgbm
Philippe Coutinho,xg_p90,0.1599,0.1872,0.0273,lgbm
João Cancelo,xg_p90,0.0623,0.085,0.0227,lgbm
Matthijs de Ligt,xg_p90,0.0412,0.0592,0.018,lgbm
Sadio Mané,xg_p90,0.5621,0.5688,0.0067,lgbm
Eric Maxim Choupo-Moting,xg_p90,0.4937,0.5602,0.0665,lgbm
Noussair Mazraoui,xg_p90,0.0921,0.0795,0.0126,lgbm
Marcel Sabitzer,xg_p90,0.1576,0.1492,0.0085,lgbm
Leroy Sané,xg_p90,0.3806,0.367,0.0136,lgbm
Frank Onyeka,xg_p90,0.1061,0.0884,0.0177,lgbm
Kevin Schade,xg_p90,0.2582,0.2564,0.0018,lgbm
Pascal Groß,xg_p90,0.15,0.1741,0.0241,lgbm
Deniz Undav,xg_p90,0.6449,0.5011,0.1438,lgbm
Kai Havertz,xg_p90,0.4064,0.3851,0.0213,lgbm
Christian Pulisic,xg_p90,0.1864,0.2138,0.0274,lgbm
Jean-Philippe Mateta,xg_p90,0.3974,0.3704,0.027,lgbm
Michael Olise,xg_p90,0.0949,0.144,0.049,lgbm
Emre Can,xg_p90,0.0758,0.069,0.0068,lgbm
Sébastien Haller,xg_p90,0.6171,0.605,0.0122,lgbm
Daichi Kamada,xg_p90,0.3934,0.2278,0.1655,lgbm
Jesper Lindstrøm,xg_p90,0.3163,0.2954,0.0208,lgbm
Nicolás González,xg_p90,0.4453,0.3608,0.0845,lgbm
Mark Flekken,xg_p90,0.0,0.002,0.002,lgbm
Bernd Leno,xg_p90,0.0,0.001,0.001,lgbm
João Palhinha,xg_p90,0.084,0.0566,0.0274,lgbm
Ondrej Duda,xg_p90,0.0679,0.0747,0.0068,lgbm
Jonjoe Kenny,xg_p90,0.012,0.0363,0.0243,lgbm
Ozan Kabak,xg_p90,0.049,0.0472,0.0018,lgbm
Georginio Rutter,xg_p90,0.2676,0.3033,0.0357,lgbm
Weston McKennie,xg_p90,0.077,0.0924,0.0154,lgbm
Ondrej Duda,xg_p90,0.0914,0.1276,0.0362,lgbm
Brenden Aaronson,xg_p90,0.148,0.1853,0.0373,lgbm
Tyler Adams,xg_p90,0.0042,0.0572,0.053,lgbm
Robin Koch,xg_p90,0.0425,0.0464,0.0039,lgbm
Weston McKennie,xg_p90,0.0501,0.0773,0.0272,lgbm
Maximilian Wöber,xg_p90,0.0498,0.0455,0.0042,lgbm
Kevin Danso,xg_p90,0.0696,0.0542,0.0154,lgbm
Moussa Diaby,xg_p90,0.3668,0.3606,0.0062,lgbm
Callum Hudson-Odoi,xg_p90,0.0298,0.1377,0.108,lgbm
Thiago Alcántara,xg_p90,0.0287,0.0604,0.0317,lgbm
Ibrahima Konaté,xg_p90,0.0696,0.0543,0.0153,lgbm
Edimilson Fernandes,xg_p90,0.0259,0.0514,0.0255,lgbm
Manuel Akanji,xg_p90,0.0512,0.06,0.0089,lgbm
João Cancelo,xg_p90,0.0565,0.0459,0.0106,lgbm
Erling Haaland,xg_p90,0.9231,0.9059,0.0172,lgbm
Marcel Sabitzer,xg_p90,0.1005,0.1426,0.0421,lgbm
Jadon Sancho,xg_p90,0.2242,0.224,0.0002,lgbm
Wout Weghorst,xg_p90,0.2258,0.2711,0.0453,lgbm
Mattéo Guendouzi,xg_p90,0.1409,0.1228,0.0181,lgbm
Sead Kolašinac,xg_p90,0.1667,0.0739,0.0928,lgbm
Divock Origi,xg_p90,0.184,0.3414,0.1574,lgbm
Joelinton,xg_p90,0.2401,0.1735,0.0666,lgbm
Taiwo Awoniyi,xg_p90,0.4231,0.3365,0.0866,lgbm
Felipe,xg_p90,0.0762,0.0433,0.0328,lgbm
Orel Mangala,xg_p90,0.0348,0.0522,0.0174,lgbm
Moussa Niakhate,xg_p90,0.0464,0.0513,0.0049,lgbm
Joško Gvardiol,xg_p90,0.0747,0.0508,0.0239,lgbm
Christopher Nkunku,xg_p90,0.6832,0.6199,0.0633,lgbm
Dominik Szoboszlai,xg_p90,0.2025,0.2116,0.0091,lgbm
Timo Werner,xg_p90,0.4228,0.4471,0.0243,lgbm
Sepp van den Berg,xg_p90,0.0776,0.0408,0.0368,lgbm
Maya Yoshida,xg_p90,0.0353,0.0418,0.0066,lgbm
Armel Bella Kotchap,xg_p90,0.0479,0.0395,0.0084,lgbm
Wataru Endo,xg_p90,0.117,0.0985,0.0185,lgbm
Konstantinos Mavropanos,xg_p90,0.1575,0.0706,0.0869,lgbm
Eric Dier,xg_p90,0.0511,0.0562,0.0051,lgbm
Harry Kane,xg_p90,0.5683,0.5029,0.0653,lgbm
Ivan Perišić,xg_p90,0.111,0.1149,0.0039,lgbm
Ryan Sessegnon,xg_p90,0.1771,0.1193,0.0579,lgbm
Nicolás González,xg_p90,0.0961,0.0594,0.0367,lgbm
Justin Kluivert,xg_p90,0.4105,0.2772,0.1333,lgbm
Niclas Füllkrug,xg_p90,0.4651,0.4552,0.0098,lgbm
Thilo Kehrer,xg_p90,0.0202,0.0436,0.0234,lgbm
Maxence Lacroix,xg_p90,0.0277,0.0466,0.019,lgbm
Omar Marmoush,xg_p90,0.0,0.081,0.081,lgbm
Micky van de Ven,xg_p90,0.0394,0.0448,0.0054,lgbm
Matheus Cunha,xg_p90,0.1865,0.2679,0.0814,lgbm
Kai Havertz,xg_p90,0.4203,0.4143,0.006,lgbm
Leon Bailey,xg_p90,0.2742,0.2526,0.0216,lgbm
Moussa Diaby,xg_p90,0.2898,0.2711,0.0187,lgbm
Sead Kolašinac,xg_p90,0.0537,0.0563,0.0026,lgbm
João Cancelo,xg_p90,0.0575,0.0713,0.0137,lgbm
Eric Dier,xg_p90,0.054,0.05,0.004,lgbm
Harry Kane,xg_p90,0.9701,0.9141,0.056,lgbm
Matthijs de Ligt,xg_p90,0.1101,0.0637,0.0464,lgbm
Eric Maxim Choupo-Moting,xg_p90,0.5649,0.4891,0.0757,lgbm
Noussair Mazraoui,xg_p90,0.0677,0.0641,0.0036,lgbm
Leroy Sané,xg_p90,0.4591,0.4485,0.0106,lgbm
Mathys Tel,xg_p90,0.3171,0.3234,0.0063,lgbm
Sokratis Papastathopoulos,xg_p90,0.0238,0.0449,0.0212,lgbm
Bernardo,xg_p90,0.0585,0.0357,0.0227,lgbm
Justin Kluivert,xg_p90,0.2912,0.2673,0.0239,lgbm
Mark Flekken,xg_p90,0.0,0.0,0.0,lgbm
Frank Onyeka,xg_p90,0.1705,0.1225,0.048,lgbm
Pascal Groß,xg_p90,0.1879,0.1534,0.0344,lgbm
Jacob Bruun Larsen,xg_p90,0.3603,0.3006,0.0597,lgbm
David Datro Fofana,xg_p90,0.4608,0.3913,0.0694,lgbm
Jean-Philippe Mateta,xg_p90,0.4299,0.3846,0.0452,lgbm
Michael Olise,xg_p90,0.3882,0.347,0.0412,lgbm
Chris Richards,xg_p90,0.0258,0.0421,0.0164,lgbm
Christoph Zimmermann,xg_p90,0.0221,0.0299,0.0077,lgbm
Emre Can,xg_p90,0.1014,0.0752,0.0262,lgbm
Niclas Füllkrug,xg_p90,0.5045,0.504,0.0006,lgbm
Ian Maatsen,xg_p90,0.0641,0.0466,0.0175,lgbm
Marcel Sabitzer,xg_p90,0.1652,0.1361,0.0292,lgbm
Jadon Sancho,xg_p90,0.0665,0.1306,0.0641,lgbm
Robin Koch,xg_p90,0.1019,0.0466,0.0553,lgbm
Omar Marmoush,xg_p90,0.4537,0.3344,0.1193,lgbm
Nicolás González,xg_p90,0.5077,0.3719,0.1358,lgbm
Bernd Leno,xg_p90,0.0,0.0006,0.0006,lgbm
João Palhinha,xg_p90,0.11,0.0543,0.0557,lgbm
Maximilian Wöber,xg_p90,0.0566,0.0429,0.0137,lgbm
Ondrej Duda,xg_p90,0.0806,0.0821,0.0015,lgbm
Ozan Kabak,xg_p90,0.0868,0.0458,0.0409,lgbm
Wout Weghorst,xg_p90,0.3278,0.3308,0.003,lgbm
Weston McKennie,xg_p90,0.1041,0.1252,0.0211,lgbm
Mattéo Guendouzi,xg_p90,0.0608,0.1079,0.0471,lgbm
Daichi Kamada,xg_p90,0.1049,0.148,0.0431,lgbm
Kevin Danso,xg_p90,0.061,0.0563,0.0047,lgbm
Nathan Tella,xg_p90,0.3846,0.2884,0.0962,lgbm
Granit Xhaka,xg_p90,0.0574,0.0787,0.0212,lgbm
Nabil Bentaleb,xg_p90,0.0183,0.049,0.0307,lgbm
Wataru Endo,xg_p90,0.0261,0.0664,0.0402,lgbm
Ibrahima Konaté,xg_p90,0.04,0.0553,0.0153,lgbm
Dominik Szoboszlai,xg_p90,0.1583,0.2004,0.0421,lgbm
Sepp van den Berg,xg_p90,0.0856,0.0551,0.0305,lgbm
Edimilson Fernandes,xg_p90,0.0349,0.0495,0.0146,lgbm
Brajan Gruda,xg_p90,0.192,0.187,0.005,lgbm
Manuel Akanji,xg_p90,0.0681,0.0609,0.0072,lgbm
Joško Gvardiol,xg_p90,0.1198,0.0592,0.0606,lgbm
Erling Haaland,xg_p90,1.0298,1.0371,0.0073,lgbm
Stefan Ortega,xg_p90,0.0,0.0006,0.0006,lgbm
Pierre-Emerick Aubameyang,xg_p90,0.7037,0.5652,0.1385,lgbm
Christian Pulisic,xg_p90,0.2767,0.2615,0.0152,lgbm
Thilo Kehrer,xg_p90,0.0476,0.0479,0.0003,lgbm
Joelinton,xg_p90,0.2111,0.1677,0.0434,lgbm
Taiwo Awoniyi,xg_p90,0.406,0.396,0.0099,lgbm
Callum Hudson-Odoi,xg_p90,0.1311,0.1656,0.0345,lgbm
Orel Mangala,xg_p90,0.0461,0.0544,0.0084,lgbm
Moussa Niakhate,xg_p90,0.0678,0.0414,0.0264,lgbm
Divock Origi,xg_p90,0.2079,0.2655,0.0576,lgbm
Deniz Undav,xg_p90,0.6462,0.4902,0.156,lgbm
Micky van de Ven,xg_p90,0.0231,0.0443,0.0212,lgbm
Timo Werner,xg_p90,0.4116,0.3595,0.0521,lgbm
Brenden Aaronson,xg_p90,0.1421,0.1719,0.0299,lgbm
David Datro Fofana,xg_p90,0.3695,0.3134,0.0561,lgbm
Konstantinos Mavropanos,xg_p90,0.072,0.0477,0.0243,lgbm
Maxence Lacroix,xg_p90,0.0305,0.0434,0.0129,lgbm
Matheus Cunha,xg_p90,0.3504,0.2571,0.0933,lgbm
Kai Havertz,xg_p90,0.456,0.3594,0.0966,lgbm
Leon Bailey,xg_p90,0.1343,0.1597,0.0253,lgbm
Ian Maatsen,xg_p90,0.0711,0.0672,0.0039,lgbm
Sead Kolašinac,xg_p90,0.0378,0.0629,0.0251,lgbm
Dimitris Giannoulis,xg_p90,0.0374,0.0408,0.0035,lgbm
Frank Onyeka,xg_p90,0.0487,0.0587,0.0099,lgbm
Eric Dier,xg_p90,0.0677,0.0673,0.0004,lgbm
Harry Kane,xg_p90,0.7673,0.7574,0.0099,lgbm
Michael Olise,xg_p90,0.374,0.3669,0.0071,lgbm
João Palhinha,xg_p90,0.0936,0.1021,0.0085,lgbm
Leroy Sané,xg_p90,0.5608,0.562,0.0012,lgbm
Bernardo,xg_p90,0.0354,0.035,0.0004,lgbm
Tyler Adams,xg_p90,0.0733,0.0757,0.0025,lgbm
Justin Kluivert,xg_p90,0.3962,0.2848,0.1114,lgbm
Sepp van den Berg,xg_p90,0.0696,0.0513,0.0183,lgbm
Mark Flekken,xg_p90,0.0,0.0005,0.0005,lgbm
Kevin Schade,xg_p90,0.3218,0.3174,0.0044,lgbm
Edimilson Fernandes,xg_p90,0.0326,0.0498,0.0173,lgbm
Brajan Gruda,xg_p90,0.1572,0.1637,0.0065,lgbm
Georginio Rutter,xg_p90,0.25,0.2368,0.0132,lgbm
Christopher Nkunku,xg_p90,0.4691,0.42,0.0491,lgbm
Jadon Sancho,xg_p90,0.1122,0.174,0.0617,lgbm
Daichi Kamada,xg_p90,0.0633,0.1305,0.0672,lgbm
Maxence Lacroix,xg_p90,0.0982,0.0426,0.0556,lgbm
Jean-Philippe Mateta,xg_p90,0.4588,0.3894,0.0695,lgbm
Chris Richards,xg_p90,0.0656,0.0431,0.0224,lgbm
Emre Can,xg_p90,0.0855,0.0726,0.0129,lgbm
Pascal Groß,xg_p90,0.0928,0.1337,0.0408,lgbm
Marcel Sabitzer,xg_p90,0.1002,0.128,0.0278,lgbm
Robin Koch,xg_p90,0.0592,0.0488,0.0104,lgbm
Omar Marmoush,xg_p90,0.547,0.3827,0.1642,lgbm
Jesper Lindstrøm,xg_p90,0.1525,0.219,0.0665,lgbm
Orel Mangala,xg_p90,0.0785,0.0608,0.0177,lgbm
Bernd Leno,xg_p90,0.0,-0.0005,0.0005,lgbm
Ondrej Duda,xg_p90,0.0376,0.0827,0.0451,lgbm
Nicolás González,xg_p90,0.2109,0.2651,0.0542,lgbm
Weston McKennie,xg_p90,0.113,0.1382,0.0252,lgbm
Mattéo Guendouzi,xg_p90,0.0385,0.0924,0.0539,lgbm
Jannik Vestergaard,xg_p90,0.0065,0.0395,0.0331,lgbm
Kevin Danso,xg_p90,0.0417,0.0534,0.0117,lgbm
Nathan Tella,xg_p90,0.2053,0.2634,0.0581,lgbm
Granit Xhaka,xg_p90,0.028,0.082,0.054,lgbm
Ibrahima Konaté,xg_p90,0.0598,0.054,0.0057,lgbm
Dominik Szoboszlai,xg_p90,0.2637,0.2037,0.06,lgbm
Moussa Niakhate,xg_p90,0.0033,0.0448,0.0415,lgbm
Manuel Akanji,xg_p90,0.0715,0.0601,0.0114,lgbm
Nicolás González,xg_p90,0.0592,0.0501,0.0091,lgbm
Joško Gvardiol,xg_p90,0.1263,0.0723,0.0541,lgbm
Erling Haaland,xg_p90,0.7237,0.7691,0.0454,lgbm
Omar Marmoush,xg_p90,0.4213,0.3919,0.0294,lgbm
Stefan Ortega,xg_p90,0.0,0.0024,0.0024,lgbm
Matthijs de Ligt,xg_p90,0.106,0.0503,0.0557,lgbm
Noussair Mazraoui,xg_p90,0.0222,0.0528,0.0306,lgbm
Christian Pulisic,xg_p90,0.4358,0.3256,0.1102,lgbm
Thilo Kehrer,xg_p90,0.0567,0.0503,0.0063,lgbm
Joelinton,xg_p90,0.1467,0.1805,0.0338,lgbm
Callum Hudson-Odoi,xg_p90,0.1026,0.151,0.0485,lgbm
Deniz Undav,xg_p90,0.6101,0.4144,0.1957,lgbm
Kevin Danso,xg_p90,0.0428,0.0433,0.0006,lgbm
Mathys Tel,xg_p90,0.2964,0.3085,0.0122,lgbm
Micky van de Ven,xg_p90,0.0532,0.0449,0.0083,lgbm
Oliver Burke,xg_p90,0.4064,0.3568,0.0496,lgbm
Niclas Füllkrug,xg_p90,0.2506,0.2869,0.0363,lgbm
Konstantinos Mavropanos,xg_p90,0.066,0.0452,0.0208,lgbm
Matheus Cunha,xg_p90,0.298,0.2265,0.0716,lgbm
Pierre-Emerick Aubameyang,xag_p90,0.0937,0.1137,0.0201,lgbm
Sead Kolašinac,xag_p90,0.1467,0.1489,0.0022,lgbm
Shkodran Mustafi,xag_p90,0.0515,0.025,0.0265,lgbm
Granit Xhaka,xag_p90,0.0939,0.1004,0.0065,lgbm
Kevin Danso,xag_p90,0.0326,0.0328,0.0002,lgbm
Philippe Coutinho,xag_p90,0.2917,0.2808,0.0108,lgbm
Thiago Alcántara,xag_p90,0.1371,0.152,0.0148,lgbm
James Rodríguez,xag_p90,0.4164,0.4153,0.0011,lgbm
Pascal Groß,xag_p90,0.2551,0.2437,0.0114,lgbm
Markus Suttner,xag_p90,0.0229,0.0323,0.0094,lgbm
Manuel Akanji,xag_p90,0.01,0.0103,0.0003,lgbm
Pierre-Emerick Aubameyang,xag_p90,0.1462,0.1358,0.0104,lgbm
Michy Batshuayi,xag_p90,0.0322,0.0538,0.0217,lgbm
Sokratis Papastathopoulos,xag_p90,0.0076,0.0171,0.0095,lgbm
Christian Pulisic,xag_p90,0.1916,0.1993,0.0077,lgbm
Jadon Sancho,xag_p90,0.3783,0.3988,0.0205,lgbm
André Schürrle,xag_p90,0.2694,0.2284,0.041,lgbm
