player,target,actual,predicted,error,model
Pierre-Emerick Aubameyang,goals_p90,0.8515,0.6593,0.1922,lgbm
Sead Kolašinac,goals_p90,0.0838,0.0657,0.0182,lgbm
Shkodran Mustafi,goals_p90,0.1188,0.0565,0.0623,lgbm
Granit Xhaka,goals_p90,0.0276,0.0562,0.0286,lgbm
Kevin Danso,goals_p90,0.1629,0.0292,0.1337,lgbm
Philippe Coutinho,goals_p90,0.5556,0.4692,0.0864,lgbm
Thiago Alcántara,goals_p90,0.1443,0.1749,0.0306,lgbm
James Rodríguez,goals_p90,0.3886,0.4099,0.0212,lgbm
Pascal Groß,goals_p90,0.2152,0.2337,0.0186,lgbm
Markus Suttner,goals_p90,0.0,0.0277,0.0277,lgbm
Manuel Akanji,goals_p90,0.0,0.0464,0.0464,lgbm
Pierre-Emerick Aubameyang,goals_p90,0.8263,0.7478,0.0785,lgbm
Michy Batshuayi,goals_p90,0.7509,0.647,0.1039,lgbm
Sokratis Papastathopoulos,goals_p90,0.0759,0.0523,0.0236,lgbm
Christian Pulisic,goals_p90,0.1564,0.1738,0.0174,lgbm
Jadon Sancho,goals_p90,0.1304,0.1615,0.0311,lgbm
André Schürrle,goals_p90,0.0728,0.2187,0.1459,lgbm
Andriy Yarmolenko,goals_p90,0.2599,0.3368,0.077,lgbm
Sébastien Haller,goals_p90,0.3451,0.3857,0.0406,lgbm
Jetro Willems,goals_p90,0.0,0.0276,0.0276,lgbm
Jonjoe Kenny,goals_p90,0.0,0.0253,0.0253,lgbm
Robin Koch,goals_p90,0.0938,0.0405,0.0533,lgbm
Çağlar Söyüncü,goals_p90,0.0418,0.0398,0.002,lgbm
Niclas Füllkrug,goals_p90,0.5279,0.3828,0.1451,lgbm
Ondrej Duda,goals_p90,0.121,0.0746,0.0463,lgbm
Lukas Rupp,goals_p90,0.2328,0.1905,0.0423,lgbm
João Cancelo,goals_p90,0.0486,0.0621,0.0134,lgbm
Ivan Perišić,goals_p90,0.2988,0.2987,0.0001,lgbm
Stephan Lichtsteiner,goals_p90,0.0,0.0397,0.0397,lgbm
Aleksandar Dragović,goals_p90,0.0,0.0381,0.0381,lgbm
Leon Bailey,goals_p90,0.3657,0.2518,0.1139,lgbm
Kai Havertz,goals_p90,0.1259,0.195,0.0691,lgbm
Bernd Leno,goals_p90,0.0,0.0037,0.0037,lgbm
Emre Can,goals_p90,0.1291,0.1009,0.0282,lgbm
Philippe Coutinho,goals_p90,0.5681,0.5538,0.0143,lgbm
Sadio Mané,goals_p90,0.411,0.4264,0.0154,lgbm
Jannik Vestergaard,goals_p90,0.0938,0.046,0.0478,lgbm
Leroy Sané,goals_p90,0.3721,0.4026,0.0306,lgbm
Moussa Niakhate,goals_p90,0.0,0.0351,0.0351,lgbm
Christopher Nkunku,goals_p90,0.5705,0.4466,0.1239,lgbm
Bernardo,goals_p90,0.0667,0.0395,0.0271,lgbm
Naby Keïta,goals_p90,0.2752,0.194,0.0813,lgbm
Ibrahima Konaté,goals_p90,0.0,0.0376,0.0376,lgbm
Marcel Sabitzer,goals_p90,0.1508,0.1623,0.0115,lgbm
Timo Werner,goals_p90,0.4691,0.4716,0.0025,lgbm
Nabil Bentaleb,goals_p90,0.3561,0.1259,0.2302,lgbm
Thilo Kehrer,goals_p90,0.1142,0.0469,0.0672,lgbm
Weston McKennie,goals_p90,0.0,0.0367,0.0367,lgbm
Max Meyer,goals_p90,0.0,0.0318,0.0318,lgbm
Maya Yoshida,goals_p90,0.0878,0.0341,0.0537,lgbm
Eric Maxim Choupo-Moting,goals_p90,0.1945,0.1545,0.04,lgbm
Kevin Wimmer,goals_p90,0.0,0.0236,0.0236,lgbm
Orel Mangala,goals_p90,0.0,0.0291,0.0291,lgbm
Mike van der Hoorn,goals_p90,0.0463,0.0272,0.0191,lgbm
Eric Dier,goals_p90,0.0,0.0451,0.0451,lgbm
Harry Kane,goals_p90,0.8778,0.6567,0.2211,lgbm
Edimilson Fernandes,goals_p90,0.0,0.0563,0.0563,lgbm
Divock Origi,goals_p90,0.2745,0.356,0.0815,lgbm
Pierre-Emerick Aubameyang,goals_p90,0.7263,0.5645,0.1618,lgbm
Mattéo Guendouzi,goals_p90,0.0,0.0526,0.0526,lgbm
Sead Kolašinac,goals_p90,0.0,0.1004,0.1004,lgbm
Bernd Leno,goals_p90,0.0,0.0022,0.0022,lgbm
Stephan Lichtsteiner,goals_p90,0.0,0.0293,0.0293,lgbm
Shkodran Mustafi,goals_p90,0.0689,0.0413,0.0277,lgbm
Sokratis Papastathopoulos,goals_p90,0.0409,0.0448,0.0038,lgbm
Granit Xhaka,goals_p90,0.1441,0.0679,0.0762,lgbm
Kevin Danso,goals_p90,0.0722,0.032,0.0402,lgbm
Philippe Coutinho,goals_p90,0.223,0.2407,0.0177,lgbm
Thiago Alcántara,goals_p90,0.0748,0.0737,0.0011,lgbm
James Rodríguez,goals_p90,0.5536,0.4564,0.0972,lgbm
Bernardo,goals_p90,0.0,0.0288,0.0288,lgbm
Pascal Groß,goals_p90,0.1448,0.1952,0.0503,lgbm
Michy Batshuayi,goals_p90,0.6,0.4237,0.1763,lgbm
Max Meyer,goals_p90,0.0636,0.0878,0.0242,lgbm
Manuel Akanji,goals_p90,0.0408,0.0582,0.0174,lgbm
Jacob Bruun Larsen,goals_p90,0.1423,0.2431,0.1008,lgbm
Christian Pulisic,goals_p90,0.3863,0.3539,0.0324,lgbm
Jadon Sancho,goals_p90,0.4388,0.3681,0.0707,lgbm
Sébastien Haller,goals_p90,0.6187,0.4884,0.1303,lgbm
Jetro Willems,goals_p90,0.0,0.0644,0.0644,lgbm
Jonjoe Kenny,goals_p90,0.0,0.0262,0.0262,lgbm
Edimilson Fernandes,goals_p90,0.0914,0.0772,0.0141,lgbm
Robin Koch,goals_p90,0.0473,0.0395,0.0078,lgbm
André Schürrle,goals_p90,0.3291,0.2648,0.0642,lgbm
Ryan Sessegnon,goals_p90,0.0783,0.0743,0.004,lgbm
Felipe,goals_p90,0.1644,0.0405,0.1239,lgbm
Niclas Füllkrug,goals_p90,0.1619,0.1682,0.0063,lgbm
Kevin Wimmer,goals_p90,0.0,0.0385,0.0385,lgbm
Ondrej Duda,goals_p90,0.3863,0.1741,0.2122,lgbm
Joelinton,goals_p90,0.2958,0.252,0.0438,lgbm
Reiss Nelson,goals_p90,0.9798,0.8033,0.1765,lgbm
Erik Durm,goals_p90,0.0,-0.0019,0.0019,lgbm
Ivan Perišić,goals_p90,0.2666,0.2999,0.0333,lgbm
Emre Can,goals_p90,0.1988,0.1011,0.0976,lgbm
João Cancelo,goals_p90,0.0457,0.0702,0.0244,lgbm
Leon Bailey,goals_p90,0.2351,0.2792,0.0441,lgbm
Aleksandar Dragović,goals_p90,0.1348,0.0536,0.0812,lgbm
Kai Havertz,goals_p90,0.5287,0.3738,0.1549,lgbm
Naby Keïta,goals_p90,0.1295,0.1625,0.033,lgbm
Sadio Mané,goals_p90,0.6435,0.5461,0.0974,lgbm
Jean-Philippe Mateta,goals_p90,0.5075,0.4224,0.0851,lgbm
Moussa Niakhate,goals_p90,0.0323,0.0456,0.0134,lgbm
Leroy Sané,goals_p90,0.4821,0.4498,0.0323,lgbm
Matheus Pereira,goals_p90,0.2192,0.1649,0.0542,lgbm
Moussa Diaby,goals_p90,0.1578,0.1952,0.0375,lgbm
Thilo Kehrer,goals_p90,0.0473,0.0411,0.0063,lgbm
Eric Maxim Choupo-Moting,goals_p90,0.3367,0.3861,0.0494,lgbm
Christopher Nkunku,goals_p90,0.2336,0.266,0.0324,lgbm
Tyler Adams,goals_p90,0.0,0.0469,0.0469,lgbm
Matheus Cunha,goals_p90,0.211,0.26,0.0489,lgbm
Ibrahima Konaté,goals_p90,0.037,0.0501,0.013,lgbm
Marcel Sabitzer,goals_p90,0.1531,0.1782,0.0252,lgbm
Timo Werner,goals_p90,0.5739,0.5163,0.0576,lgbm
Justin Kluivert,goals_p90,0.0671,0.1747,0.1075,lgbm
Nabil Bentaleb,goals_p90,0.1507,0.0513,0.0994,lgbm
Weston McKennie,goals_p90,0.0515,0.126,0.0745,lgbm
Jannik Vestergaard,goals_p90,0.0,0.0327,0.0327,lgbm
Maya Yoshida,goals_p90,0.0,0.041,0.041,lgbm
Nicolás González,goals_p90,0.0833,0.1814,0.0982,lgbm
Ozan Kabak,goals_p90,0.2,0.0472,0.1528,lgbm
Eric Dier,goals_p90,0.1793,0.0481,0.1312,lgbm
Harry Kane,goals_p90,0.6312,0.6058,0.0254,lgbm
Milot Rashica,goals_p90,0.5226,0.3872,0.1353,lgbm
Wout Weghorst,goals_p90,0.5231,0.4491,0.074,lgbm
Oliver Burke,goals_p90,0.063,0.127,0.064,lgbm
Pierre-Emerick Aubameyang,goals_p90,0.6314,0.5331,0.0982,lgbm
Mattéo Guendouzi,goals_p90,0.0,0.0569,0.0569,lgbm
Sead Kolašinac,goals_p90,0.0,0.0345,0.0345,lgbm
Bernd Leno,goals_p90,0.0,0.0022,0.0022,lgbm
Shkodran Mustafi,goals_p90,0.0,0.0479,0.0479,lgbm
Reiss Nelson,goals_p90,0.1426,0.16,0.0174,lgbm
Sokratis Papastathopoulos,goals_p90,0.1061,0.0444,0.0617,lgbm
Granit Xhaka,goals_p90,0.0348,0.0646,0.0298,lgbm
Felipe,goals_p90,0.0428,0.0426,0.0002,lgbm
Stephan Lichtsteiner,goals_p90,0.0,0.0285,0.0285,lgbm
Thiago Alcántara,goals_p90,0.1525,0.1015,0.051,lgbm
Philippe Coutinho,goals_p90,0.5103,0.469,0.0413,lgbm
Ivan Perišić,goals_p90,0.2985,0.3946,0.0961,lgbm
Bernardo,goals_p90,0.0,0.0455,0.0455,lgbm
Pascal Groß,goals_p90,0.1002,0.1934,0.0932,lgbm
Callum Hudson-Odoi,goals_p90,0.1043,0.1471,0.0428,lgbm
Christian Pulisic,goals_p90,0.4704,0.41,0.0604,lgbm
Max Meyer,goals_p90,0.0,0.0903,0.0903,lgbm
Manuel Akanji,goals_p90,0.0,0.0619,0.0619,lgbm
Emre Can,goals_p90,0.1885,0.0789,0.1096,lgbm
Erling Haaland,goals_p90,1.1007,1.0032,0.0974,lgbm
Jadon Sancho,goals_p90,0.669,0.5463,0.1227,lgbm
Markus Suttner,goals_p90,0.0,0.0388,0.0388,lgbm
Daichi Kamada,goals_p90,0.0914,0.2087,0.1173,lgbm
Mark Flekken,goals_p90,0.0,0.0025,0.0025,lgbm
Robin Koch,goals_p90,0.0333,0.0423,0.009,lgbm
Matheus Cunha,goals_p90,0.6048,0.3575,0.2473,lgbm
Matthijs de Ligt,goals_p90,0.1469,0.0463,0.1006,lgbm
Çağlar Söyüncü,goals_p90,0.0296,0.0433,0.0137,lgbm
Leon Bailey,goals_p90,0.4128,0.3445,0.0683,lgbm
Moussa Diaby,goals_p90,0.2541,0.2725,0.0184,lgbm
Aleksandar Dragović,goals_p90,0.0,0.039,0.039,lgbm
Kai Havertz,goals_p90,0.4401,0.3971,0.043,lgbm
Naby Keïta,goals_p90,0.2209,0.1479,0.0729,lgbm
Sadio Mané,goals_p90,0.5897,0.5415,0.0483,lgbm
Divock Origi,goals_p90,0.5021,0.4493,0.0528,lgbm
Edimilson Fernandes,goals_p90,0.0606,0.0443,0.0163,lgbm
Jean-Philippe Mateta,goals_p90,0.2564,0.2982,0.0417,lgbm
Moussa Niakhate,goals_p90,0.0303,0.0451,0.0148,lgbm
João Cancelo,goals_p90,0.0,0.0526,0.0526,lgbm
Nabil Bentaleb,goals_p90,0.0,0.0301,0.0301,lgbm
Joelinton,goals_p90,0.0671,0.2737,0.2066,lgbm
Jetro Willems,goals_p90,0.1206,0.0316,0.0889,lgbm
Ondrej Duda,goals_p90,0.0,0.0365,0.0365,lgbm
Lukas Rupp,goals_p90,0.0,0.0505,0.0505,lgbm
Christoph Zimmermann,goals_p90,0.0,0.0257,0.0257,lgbm
Tyler Adams,goals_p90,0.0,0.0697,0.0697,lgbm
Christopher Nkunku,goals_p90,0.2338,0.2869,0.0531,lgbm
Marcel Sabitzer,goals_p90,0.3241,0.2416,0.0825,lgbm
Timo Werner,goals_p90,0.9016,0.7999,0.1017,lgbm
Justin Kluivert,goals_p90,0.2378,0.288,0.0502,lgbm
Maya Yoshida,goals_p90,0.0,0.0389,0.0389,lgbm
Ozan Kabak,goals_p90,0.1519,0.0335,0.1185,lgbm
Jonjoe Kenny,goals_p90,0.0662,0.0459,0.0203,lgbm
Weston McKennie,goals_p90,0.1302,0.0434,0.0867,lgbm
Jannik Vestergaard,goals_p90,0.0601,0.0341,0.026,lgbm
Eric Dier,goals_p90,0.0,0.0427,0.0427,lgbm
Harry Kane,goals_p90,0.6262,0.5032,0.123,lgbm
Milot Rashica,goals_p90,0.318,0.2791,0.0389,lgbm
Josh Sargent,goals_p90,0.2542,0.2752,0.021,lgbm
Sébastien Haller,goals_p90,0.278,0.2891,0.011,lgbm
Andriy Yarmolenko,goals_p90,0.4541,0.3708,0.0833,lgbm
Wout Weghorst,goals_p90,0.5257,0.4144,0.1114,lgbm
Mike van der Hoorn,goals_p90,0.0,0.0161,0.0161,lgbm
Stefan Ortega,goals_p90,0.0,-0.0113,0.0113,lgbm
Pierre-Emerick Aubameyang,goals_p90,0.3859,0.4882,0.1023,lgbm
Bernd Leno,goals_p90,0.0,0.0022,0.0022,lgbm
Granit Xhaka,goals_p90,0.0357,0.0578,0.0221,lgbm
Felipe,goals_p90,0.0,0.0445,0.0445,lgbm
Philippe Coutinho,goals_p90,0.2752,0.2629,0.0123,lgbm
Eric Maxim Choupo-Moting,goals_p90,0.3293,0.4196,0.0903,lgbm
Leroy Sané,goals_p90,0.2992,0.3723,0.0732,lgbm
Pascal Groß,goals_p90,0.1087,0.1052,0.0035,lgbm
Kai Havertz,goals_p90,0.2368,0.2631,0.0262,lgbm
Callum Hudson-Odoi,goals_p90,0.17,0.1725,0.0025,lgbm
Christian Pulisic,goals_p90,0.2071,0.2376,0.0305,lgbm
Timo Werner,goals_p90,0.2075,0.3173,0.1098,lgbm
Michy Batshuayi,goals_p90,0.2473,0.2957,0.0485,lgbm
Manuel Akanji,goals_p90,0.0766,0.0547,0.0219,lgbm
Emre Can,goals_p90,0.0422,0.0681,0.0259,lgbm
Erling Haaland,goals_p90,1.0096,0.9718,0.0377,lgbm
Jadon Sancho,goals_p90,0.3492,0.3782,0.0291,lgbm
Erik Durm,goals_p90,0.0608,0.0571,0.0038,lgbm
Daichi Kamada,goals_p90,0.191,0.2162,0.0252,lgbm
James Rodríguez,goals_p90,0.3061,0.2231,0.083,lgbm
Matheus Cunha,goals_p90,0.2932,0.2172,0.076,lgbm
Mattéo Guendouzi,goals_p90,0.099,0.1025,0.0035,lgbm
Chris Richards,goals_p90,0.0,0.0393,0.0393,lgbm
Ryan Sessegnon,goals_p90,0.1144,0.0818,0.0326,lgbm
Ivan Perišić,goals_p90,0.2006,0.2637,0.0632,lgbm
Matthijs de Ligt,goals_p90,0.0405,0.0447,0.0042,lgbm
Weston McKennie,goals_p90,0.2644,0.1577,0.1067,lgbm
Ondrej Duda,goals_p90,0.2483,0.1998,0.0485,lgbm
Robin Koch,goals_p90,0.0,0.0358,0.0358,lgbm
Çağlar Söyüncü,goals_p90,0.0495,0.0384,0.0111,lgbm
Leon Bailey,goals_p90,0.3783,0.3418,0.0366,lgbm
Moussa Diaby,goals_p90,0.1508,0.222,0.0712,lgbm
Aleksandar Dragović,goals_p90,0.0792,0.05,0.0292,lgbm
Thiago Alcántara,goals_p90,0.0485,0.0611,0.0125,lgbm
Ozan Kabak,goals_p90,0.0,0.037,0.037,lgbm
Sadio Mané,goals_p90,0.3523,0.403,0.0507,lgbm
Edimilson Fernandes,goals_p90,0.0,0.0785,0.0785,lgbm
Jean-Philippe Mateta,goals_p90,0.6319,0.5049,0.127,lgbm
Moussa Niakhate,goals_p90,0.0942,0.0417,0.0525,lgbm
João Cancelo,goals_p90,0.0783,0.0792,0.0009,lgbm
Joelinton,goals_p90,0.1815,0.1836,0.0021,lgbm
Thilo Kehrer,goals_p90,0.0,0.0406,0.0406,lgbm
Tyler Adams,goals_p90,0.0486,0.0628,0.0142,lgbm
Justin Kluivert,goals_p90,0.3321,0.3606,0.0285,lgbm
Ibrahima Konaté,goals_p90,0.1295,0.053,0.0765,lgbm
Christopher Nkunku,goals_p90,0.2854,0.2855,0.0001,lgbm
Marcel Sabitzer,goals_p90,0.3554,0.1302,0.2252,lgbm
Maya Yoshida,goals_p90,0.0396,0.0394,0.0002,lgbm
Ozan Kabak,goals_p90,0.0,0.0303,0.0303,lgbm
Sead Kolašinac,goals_p90,0.0631,0.0568,0.0063,lgbm
Shkodran Mustafi,goals_p90,0.0868,0.039,0.0478,lgbm
Oliver Burke,goals_p90,0.0709,0.2961,0.2251,lgbm
Nathan Tella,goals_p90,0.1208,0.1784,0.0576,lgbm
Jannik Vestergaard,goals_p90,0.1049,0.0342,0.0707,lgbm
Wataru Endo,goals_p90,0.0914,0.0597,0.0317,lgbm
Nicolás González,goals_p90,0.5782,0.4159,0.1623,lgbm
Orel Mangala,goals_p90,0.0427,0.0967,0.054,lgbm
Konstantinos Mavropanos,goals_p90,0.0,0.0408,0.0408,lgbm
Eric Dier,goals_p90,0.0,0.0414,0.0414,lgbm
Harry Kane,goals_p90,0.6716,0.5104,0.1613,lgbm
Taiwo Awoniyi,goals_p90,0.3311,0.3914,0.0603,lgbm
Niclas Füllkrug,goals_p90,0.6157,0.4237,0.192,lgbm
Milot Rashica,goals_p90,0.1847,0.2212,0.0365,lgbm
Josh Sargent,goals_p90,0.1796,0.2015,0.0219,lgbm
Matheus Pereira,goals_p90,0.3842,0.2071,0.1771,lgbm
Sébastien Haller,goals_p90,0.2882,0.2951,0.0069,lgbm
Maxence Lacroix,goals_p90,0.0347,0.0415,0.0068,lgbm
Wout Weghorst,goals_p90,0.612,0.4937,0.1183,lgbm
Nabil Bentaleb,goals_p90,0.0594,0.0384,0.021,lgbm
Stefan Ortega,goals_p90,0.0,-0.0026,0.0026,lgbm
Pierre-Emerick Aubameyang,goals_p90,0.3472,0.4627,0.1155,lgbm
Granit Xhaka,goals_p90,0.0387,0.0733,0.0346,lgbm
Leon Bailey,goals_p90,0.1183,0.1377,0.0194,lgbm
Philippe Coutinho,goals_p90,0.3386,0.2403,0.0983,lgbm
Matheus Cunha,goals_p90,0.508,0.4721,0.0359,lgbm
Felipe,goals_p90,0.1197,0.0445,0.0752,lgbm
Pierre-Emerick Aubameyang,goals_p90,0.915,0.8637,0.0512,lgbm
Nicolás González,goals_p90,0.1616,0.106,0.0556,lgbm
Marcel Sabitzer,goals_p90,0.0994,0.1021,0.0027,lgbm
Leroy Sané,goals_p90,0.3188,0.3707,0.0518,lgbm
Armel Bella Kotchap,goals_p90,0.0,0.0268,0.0268,lgbm
Frank Onyeka,goals_p90,0.0,0.0542,0.0542,lgbm
Pascal Groß,goals_p90,0.0883,0.1367,0.0484,lgbm
Wout Weghorst,goals_p90,0.1241,0.2242,0.1001,lgbm
Kai Havertz,goals_p90,0.398,0.3825,0.0155,lgbm
Callum Hudson-Odoi,goals_p90,0.0936,0.1361,0.0425,lgbm
Christian Pulisic,goals_p90,0.4186,0.3597,0.0589,lgbm
Timo Werner,goals_p90,0.2806,0.3008,0.0202,lgbm
Jean-Philippe Mateta,goals_p90,0.393,0.3521,0.041,lgbm
Michael Olise,goals_p90,0.1578,0.1768,0.0191,lgbm
Manuel Akanji,goals_p90,0.0398,0.0593,0.0195,lgbm
Emre Can,goals_p90,0.2663,0.1086,0.1577,lgbm
Erling Haaland,goals_p90,1.0361,0.9936,0.0425,lgbm
Daichi Kamada,goals_p90,0.1683,0.1815,0.0132,lgbm
Jesper Lindstrøm,goals_p90,0.2277,0.2251,0.0027,lgbm
Jonjoe Kenny,goals_p90,0.0,0.0356,0.0356,lgbm
Nicolás González,goals_p90,0.2673,0.2771,0.0098,lgbm
Mark Flekken,goals_p90,0.0,0.0025,0.0025,lgbm
Kevin Schade,goals_p90,0.4332,0.3126,0.1207,lgbm
Jetro Willems,goals_p90,0.0563,0.017,0.0393,lgbm
Jacob Bruun Larsen,goals_p90,0.4433,0.3744,0.0689,lgbm
Chris Richards,goals_p90,0.069,0.0422,0.0268,lgbm
Georginio Rutter,goals_p90,0.4469,0.388,0.059,lgbm
Ivan Perišić,goals_p90,0.2552,0.1775,0.0778,lgbm
Matthijs de Ligt,goals_p90,0.101,0.0489,0.0521,lgbm
Weston McKennie,goals_p90,0.1972,0.1303,0.0669,lgbm
Ondrej Duda,goals_p90,0.1117,0.1518,0.0401,lgbm
Robin Koch,goals_p90,0.0,0.039,0.039,lgbm
Çağlar Söyüncü,goals_p90,0.036,0.0395,0.0034,lgbm
Kevin Danso,goals_p90,0.0645,0.0476,0.017,lgbm
Shkodran Mustafi,goals_p90,0.1368,0.0375,0.0993,lgbm
Moussa Diaby,goals_p90,0.4239,0.4102,0.0137,lgbm
Thiago Alcántara,goals_p90,0.0587,0.0542,0.0045,lgbm
Naby Keïta,goals_p90,0.2302,0.1485,0.0817,lgbm
Ibrahima Konaté,goals_p90,0.0,0.0477,0.0477,lgbm
Sadio Mané,goals_p90,0.5108,0.557,0.0462,lgbm
Moussa Niakhate,goals_p90,0.1402,0.0416,0.0986,lgbm
João Cancelo,goals_p90,0.0279,0.0232,0.0047,lgbm
Jadon Sancho,goals_p90,0.1421,0.1854,0.0433,lgbm
Mattéo Guendouzi,goals_p90,0.1142,0.1191,0.0048,lgbm
Joelinton,goals_p90,0.1407,0.1332,0.0075,lgbm
Justin Kluivert,goals_p90,0.1927,0.1969,0.0042,lgbm
Dimitris Giannoulis,goals_p90,0.0,0.0216,0.0216,lgbm
Ozan Kabak,goals_p90,0.0,0.0217,0.0217,lgbm
Milot Rashica,goals_p90,0.0404,0.1222,0.0818,lgbm
Lukas Rupp,goals_p90,0.0,0.031,0.031,lgbm
Josh Sargent,goals_p90,0.1145,0.1661,0.0516,lgbm
Thilo Kehrer,goals_p90,0.119,0.0674,0.0516,lgbm
Tyler Adams,goals_p90,0.0,0.0722,0.0722,lgbm
Joško Gvardiol,goals_p90,0.0747,0.0474,0.0274,lgbm
Christopher Nkunku,goals_p90,0.661,0.5182,0.1429,lgbm
Dominik Szoboszlai,goals_p90,0.35,0.2732,0.0767,lgbm
Maya Yoshida,goals_p90,0.0987,0.0409,0.0578,lgbm
Nathan Tella,goals_p90,0.0,0.1289,0.1289,lgbm
Wataru Endo,goals_p90,0.1242,0.0704,0.0538,lgbm
Orel Mangala,goals_p90,0.0486,0.1172,0.0686,lgbm
Omar Marmoush,goals_p90,0.1719,0.2148,0.043,lgbm
Konstantinos Mavropanos,goals_p90,0.1331,0.0467,0.0864,lgbm
Eric Dier,goals_p90,0.0,0.0436,0.0436,lgbm
Harry Kane,goals_p90,0.4734,0.5076,0.0342,lgbm
Ryan Sessegnon,goals_p90,0.0,0.0719,0.0719,lgbm
Taiwo Awoniyi,goals_p90,0.621,0.4903,0.1306,lgbm
Maxence Lacroix,goals_p90,0.0,0.0411,0.0411,lgbm
Wout Weghorst,goals_p90,0.3477,0.37,0.0223,lgbm
Nabil Bentaleb,goals_p90,0.1446,0.0774,0.0673,lgbm
Granit Xhaka,goals_p90,0.2105,0.1794,0.0311,lgbm
Leon Bailey,goals_p90,0.183,0.2512,0.0682,lgbm
Philippe Coutinho,goals_p90,0.1142,0.1589,0.0446,lgbm
João Cancelo,goals_p90,0.0889,0.0732,0.0157,lgbm
Matthijs de Ligt,goals_p90,0.1124,0.068,0.0443,lgbm
Sadio Mané,goals_p90,0.4421,0.4362,0.0059,lgbm
Eric Maxim Choupo-Moting,goals_p90,0.8094,0.7896,0.0197,lgbm
Noussair Mazraoui,goals_p90,0.0837,0.0595,0.0242,lgbm
Marcel Sabitzer,goals_p90,0.1433,0.1228,0.0206,lgbm
Leroy Sané,goals_p90,0.3582,0.3718,0.0136,lgbm
Frank Onyeka,goals_p90,0.0,0.0651,0.0651,lgbm
Kevin Schade,goals_p90,0.0,0.1536,0.1536,lgbm
Pascal Groß,goals_p90,0.2501,0.1986,0.0515,lgbm
Deniz Undav,goals_p90,0.7166,0.5095,0.2071,lgbm
Kai Havertz,goals_p90,0.2452,0.3597,0.1145,lgbm
Christian Pulisic,goals_p90,0.1096,0.145,0.0354,lgbm
Jean-Philippe Mateta,goals_p90,0.2338,0.2864,0.0527,lgbm
Michael Olise,goals_p90,0.0655,0.1247,0.0593,lgbm
Emre Can,goals_p90,0.0947,0.0728,0.022,lgbm
Sébastien Haller,goals_p90,0.6612,0.6549,0.0063,lgbm
Daichi Kamada,goals_p90,0.3576,0.181,0.1766,lgbm
Jesper Lindstrøm,goals_p90,0.3752,0.3037,0.0716,lgbm
Nicolás González,goals_p90,0.3988,0.2856,0.1132,lgbm
Mark Flekken,goals_p90,0.0,0.0025,0.0025,lgbm
Bernd Leno,goals_p90,0.0,0.0007,0.0007,lgbm
João Palhinha,goals_p90,0.0869,0.041,0.0459,lgbm
Ondrej Duda,goals_p90,0.0,0.0448,0.0448,lgbm
Jonjoe Kenny,goals_p90,0.0,0.0275,0.0275,lgbm
Ozan Kabak,goals_p90,0.0754,0.0436,0.0318,lgbm
Georginio Rutter,goals_p90,0.1784,0.2777,0.0993,lgbm
Weston McKennie,goals_p90,0.0856,0.0839,0.0017,lgbm
Ondrej Duda,goals_p90,0.0,0.0773,0.0773,lgbm
Brenden Aaronson,goals_p90,0.0379,0.1697,0.1317,lgbm
Tyler Adams,goals_p90,0.0,0.0411,0.0411,lgbm
Robin Koch,goals_p90,0.0,0.038,0.038,lgbm
Weston McKennie,goals_p90,0.0,0.0588,0.0588,lgbm
Maximilian Wöber,goals_p90,0.0,0.0373,0.0373,lgbm
Kevin Danso,goals_p90,0.0278,0.0449,0.0171,lgbm
Moussa Diaby,goals_p90,0.3001,0.3753,0.0752,lgbm
Callum Hudson-Odoi,goals_p90,0.0,0.1365,0.1365,lgbm
Thiago Alcántara,goals_p90,0.0,0.0319,0.0319,lgbm
Ibrahima Konaté,goals_p90,0.0,0.0433,0.0433,lgbm
Edimilson Fernandes,goals_p90,0.0,0.0399,0.0399,lgbm
Manuel Akanji,goals_p90,0.0,0.0554,0.0554,lgbm
João Cancelo,goals_p90,0.1413,0.1092,0.0321,lgbm
Erling Haaland,goals_p90,1.1701,1.0831,0.087,lgbm
Marcel Sabitzer,goals_p90,0.0,0.117,0.117,lgbm
Jadon Sancho,goals_p90,0.3203,0.2833,0.037,lgbm
Wout Weghorst,goals_p90,0.0,0.1062,0.1062,lgbm
Mattéo Guendouzi,goals_p90,0.0854,0.1196,0.0342,lgbm
Sead Kolašinac,goals_p90,0.1626,0.0562,0.1064,lgbm
Divock Origi,goals_p90,0.1753,0.3492,0.1739,lgbm
Joelinton,goals_p90,0.2029,0.1543,0.0486,lgbm
Taiwo Awoniyi,goals_p90,0.641,0.3586,0.2825,lgbm
Felipe,goals_p90,0.0,0.0316,0.0316,lgbm
Orel Mangala,goals_p90,0.0581,0.0506,0.0075,lgbm
Moussa Niakhate,goals_p90,0.0,0.0368,0.0368,lgbm
Joško Gvardiol,goals_p90,0.0415,0.0301,0.0114,lgbm
Christopher Nkunku,goals_p90,0.7591,0.6478,0.1113,lgbm
Dominik Szoboszlai,goals_p90,0.2209,0.2267,0.0058,lgbm
Timo Werner,goals_p90,0.4182,0.4037,0.0145,lgbm
Sepp van den Berg,goals_p90,0.1293,0.031,0.0983,lgbm
Maya Yoshida,goals_p90,0.0,0.0328,0.0328,lgbm
Armel Bella Kotchap,goals_p90,0.0,0.0293,0.0293,lgbm
Wataru Endo,goals_p90,0.154,0.1045,0.0495,lgbm
Konstantinos Mavropanos,goals_p90,0.0787,0.0506,0.0281,lgbm
