Player,Squad,Comp,Pos,Min,Gls,xG,npxG,Ast,xAG,Sh/90,SoT/90,PrgC,PrgP,PrgR,Cmp%,KP,xA,TklW,Int,Tkl+Int,Clr,Succ%,Carries,Touches,Gls_pct,xG_pct,npxG_pct,Ast_pct,xAG_pct,Sh/90_pct,SoT/90_pct,PrgC_pct,PrgP_pct,PrgR_pct,Cmp%_pct,KP_pct,xA_pct,TklW_pct,Int_pct,Tkl+Int_pct,Clr_pct,Succ%_pct,Carries_pct,Touches_pct
Abdoulaye Doucouré,Everton,eng Premier League,MF,2564,3,4.1,4.1,2,2.4,1.09,0.32,42,82,96,80.3,28,1.4,28,10,58,20,53.3,604,1161,0.7059620596205962,0.7764227642276422,0.7845528455284553,0.6273712737127372,0.6910569105691057,0.5623306233062331,0.55420054200542,0.6991869918699187,0.6585365853658537,0.7303523035230353,0.491869918699187,0.7710027100271003,0.5420054200542005,0.7398373983739838,0.4349593495934959,0.6368563685636857,0.3617886178861789,0.7679083094555874,0.4932249322493225,0.55420054200542
Flynn Downes,Southampton,eng Premier League,MF,2151,1,0.6,0.6,0,1.1,0.42,0.13,29,66,29,90.4,15,1.4,25,32,81,51,40.0,641,1339,0.44579945799457993,0.26558265582655827,0.2682926829268293,0.17344173441734417,0.4146341463414634,0.23441734417344173,0.31842818428184283,0.551490514905149,0.5501355013550135,0.3915989159891599,0.926829268292683,0.5203252032520326,0.5420054200542005,0.6924119241192412,0.8875338753387534,0.8279132791327913,0.6951219512195121,0.3553008595988539,0.5447154471544715,0.6666666666666666
Radu Drăgușin,Tottenham,eng Premier League,DF,1252,0,0.1,0.1,0,0.4,0.36,0.07,7,37,2,85.2,4,0.2,6,15,25,49,0.0,623,961,0.17615176151761516,0.0989159891598916,0.0989159891598916,0.17344173441734417,0.21002710027100271,0.1937669376693767,0.1951219512195122,0.18157181571815717,0.29132791327913277,0.13279132791327913,0.7113821138211383,0.18834688346883469,0.12737127371273713,0.17750677506775067,0.5948509485094851,0.3021680216802168,0.6707317073170732,0.012893982808022923,0.5284552845528455,0.43360433604336046
Patrick Drewes,Bochum,de Bundesliga,GK,1890,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,65.7,0,0.0,0,0,0,11,,479,913,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.04090909090909091,0.01818181818181818,0.04090909090909091,0.08787878787878788,0.02727272727272727,0.01818181818181818,0.03484848484848485,0.04242424242424243,0.025757575757575757,0.18484848484848485,,0.44393939393939397,0.46060606060606063
Martin Dúbravka,Newcastle Utd,eng Premier League,GK,900,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,79.6,0,0.0,0,0,0,3,,202,350,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.17344173441734417,0.037940379403794036,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.017615176151761516,0.04607046070460705,0.462059620596206,0.023035230352303523,0.03116531165311653,0.02710027100271003,0.036585365853658534,0.014905149051490514,0.024390243902439025,,0.058265582655826556,0.04742547425474255
Marvin Ducksch,Werder Bremen,de Bundesliga,FW,2418,8,10.1,8.5,8,8.5,2.61,1.0,26,86,166,61.7,61,9.1,7,8,18,26,36.8,538,1105,0.906060606060606,0.9666666666666667,0.9636363636363636,0.9681818181818181,0.9954545454545455,0.9015151515151515,0.8954545454545455,0.6212121212121212,0.706060606060606,0.9424242424242424,0.02878787878787879,0.9803030303030303,0.9878787878787879,0.21666666666666667,0.36363636363636365,0.22727272727272727,0.44545454545454544,0.2564516129032258,0.543939393939394,0.5863636363636363
Lewis Dunk,Brighton,eng Premier League,DF,2083,0,0.8,0.8,0,0.5,0.52,0.13,20,142,3,91.0,6,1.0,10,13,30,79,0.0,1341,2127,0.17615176151761516,0.34146341463414637,0.34417344173441733,0.17344173441734417,0.24796747967479674,0.3089430894308943,0.31842818428184283,0.4241192411924119,0.8970189701897019,0.15989159891598917,0.9376693766937669,0.24932249322493225,0.4132791327913279,0.3035230352303523,0.5365853658536586,0.37262872628726285,0.8360433604336044,0.012893982808022923,0.9539295392953929,0.9186991869918699
Jáder Durán,Aston Villa,eng Premier League,FW,638,7,4.9,4.9,0,0.2,4.37,2.12,7,13,44,70.6,4,0.3,7,0,8,13,21.4,133,263,0.8726287262872628,0.8252032520325203,0.8319783197831978,0.17344173441734417,0.14363143631436315,1.0,1.0,0.18157181571815717,0.0921409214092141,0.4932249322493225,0.12737127371273713,0.18834688346883469,0.17344173441734417,0.20596205962059622,0.036585365853658534,0.0948509485094851,0.23306233062330622,0.054441260744985676,0.01084010840108401,0.01084010840108401
Ederson,Manchester City,eng Premier League,GK,2320,0,0.0,0.0,4,1.5,0.0,0.0,0,2,0,87.9,4,0.2,0,1,1,11,,654,975,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.8211382113821138,0.535230352303523,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.06775067750677506,0.04607046070460705,0.8414634146341463,0.18834688346883469,0.12737127371273713,0.02710027100271003,0.08672086720867209,0.037940379403794036,0.1910569105691057,,0.5663956639566395,0.44308943089430897
Johannes Eggestein,St. Pauli,de Bundesliga,FW,1853,3,4.7,3.1,4,2.1,1.65,0.49,25,43,138,73.9,24,1.3,3,0,5,8,41.2,384,713,0.7318181818181818,0.8469696969696969,0.7606060606060606,0.843939393939394,0.6954545454545454,0.7121212121212122,0.6666666666666666,0.5984848484848485,0.38484848484848483,0.8696969696969697,0.3621212121212121,0.7636363636363637,0.4393939393939394,0.11666666666666667,0.04242424242424243,0.09393939393939393,0.11060606060606061,0.3758064516129032,0.32272727272727275,0.3
Maximilian Eggestein,Freiburg,de Bundesliga,MF,2845,2,2.0,2.0,0,1.5,1.14,0.32,34,141,41,83.5,19,2.5,32,39,96,54,45.8,813,1757,0.6060606060606061,0.6378787878787879,0.6424242424242425,0.1712121212121212,0.5666666666666667,0.5969696969696969,0.5893939393939394,0.7272727272727273,0.9242424242424242,0.45454545454545453,0.7484848484848485,0.65,0.7136363636363636,0.9196969696969697,0.946969696969697,0.956060606060606,0.6848484848484848,0.5306451612903226,0.7742424242424243,0.8515151515151516
Hugo Ekitike,Eint Frankfurt,de Bundesliga,FW,2563,15,21.6,19.3,8,6.8,4.0,1.55,93,53,215,75.5,44,5.4,12,7,23,24,43.7,633,1054,0.9818181818181818,0.996969696969697,0.996969696969697,0.9681818181818181,0.9757575757575757,0.9939393939393939,0.9833333333333333,0.9757575757575757,0.5015151515151515,0.9742424242424242,0.4257575757575758,0.9272727272727272,0.9272727272727272,0.4166666666666667,0.3242424242424242,0.3151515151515151,0.4075757575757576,0.4403225806451613,0.6484848484848484,0.5575757575757576
Anthony Elanga,Nott'ham Forest,eng Premier League,"FW,MF",2501,6,4.5,4.5,11,5.7,1.58,0.86,102,63,229,65.3,50,5.1,14,6,25,25,30.1,600,1115,0.8455284552845529,0.8008130081300813,0.8089430894308943,0.994579945799458,0.926829268292683,0.6842818428184282,0.8428184281842819,0.9336043360433605,0.5257452574525745,0.9566395663956639,0.06233062330623306,0.9254742547425474,0.9322493224932249,0.4146341463414634,0.2791327913279133,0.3021680216802168,0.45121951219512196,0.12893982808022922,0.4878048780487805,0.5257452574525745
Nico Elvedi,Gladbach,de Bundesliga,DF,2135,1,2.0,2.0,1,0.4,0.51,0.13,20,55,5,92.0,5,0.3,23,30,68,163,,953,1827,0.42727272727272725,0.6378787878787879,0.6424242424242425,0.4575757575757576,0.22121212121212122,0.2696969696969697,0.31363636363636366,0.49393939393939396,0.5181818181818182,0.1712121212121212,0.9772727272727273,0.21666666666666667,0.11363636363636363,0.7378787878787879,0.8621212121212121,0.806060606060606,0.9712121212121212,,0.8666666666666667,0.8787878787878788
Julio Enciso,Ipswich Town,eng Premier League,"MF,FW",869,2,1.7,1.7,3,1.4,3.31,1.14,23,28,44,69.0,13,1.1,9,1,13,6,45.5,205,406,0.6029810298102981,0.5636856368563685,0.5636856368563685,0.7439024390243902,0.5067750677506775,0.959349593495935,0.940379403794038,0.4742547425474255,0.21138211382113822,0.4932249322493225,0.0948509485094851,0.462059620596206,0.44173441734417346,0.27371273712737126,0.08672086720867209,0.13008130081300814,0.06504065040650407,0.5300859598853869,0.06233062330623306,0.08401084010840108
Christian Eriksen,Manchester Utd,eng Premier League,MF,1061,1,1.4,0.6,2,3.2,1.19,0.08,13,55,29,78.8,31,2.6,9,7,26,8,0.0,473,850,0.44579945799457993,0.497289972899729,0.2682926829268293,0.6273712737127372,0.7818428184281843,0.5840108401084011,0.21680216802168023,0.2859078590785908,0.45663956639566394,0.3915989159891599,0.43360433604336046,0.7981029810298103,0.7560975609756098,0.27371273712737126,0.3224932249322493,0.3130081300813008,0.11246612466124661,0.012893982808022923,0.34959349593495936,0.35501355013550134
Patrick Erras,Holstein Kiel,de Bundesliga,DF,832,1,0.9,0.9,0,0.1,0.87,0.11,3,25,1,92.0,3,0.2,5,9,17,64,,282,622,0.42727272727272725,0.35,0.3560606060606061,0.1712121212121212,0.09545454545454546,0.5045454545454545,0.27121212121212124,0.11969696969696969,0.20303030303030303,0.08787878787878788,0.9772727272727273,0.14393939393939395,0.08636363636363636,0.16666666666666666,0.40454545454545454,0.2196969696969697,0.759090909090909,,0.1787878787878788,0.25606060606060604
Samuel Essende,Augsburg,de Bundesliga,FW,1636,7,4.2,4.2,2,1.3,2.42,0.72,33,21,118,64.8,11,1.4,6,0,7,11,26.9,347,564,0.8803030303030303,0.8287878787878787,0.843939393939394,0.656060606060606,0.5196969696969697,0.8575757575757575,0.7757575757575758,0.7181818181818181,0.16363636363636364,0.8136363636363636,0.07272727272727272,0.43787878787878787,0.4621212121212121,0.1893939393939394,0.04242424242424243,0.10757575757575757,0.18484848484848485,0.08709677419354839,0.2803030303030303,0.2015151515151515
Pervis Estupiñán,Brighton,eng Premier League,DF,2402,1,1.2,1.2,1,2.1,1.05,0.34,59,132,112,83.1,26,2.5,43,37,102,65,55.9,1023,1915,0.44579945799457993,0.44173441734417346,0.4444444444444444,0.44986449864498645,0.6504065040650406,0.540650406504065,0.5799457994579946,0.7845528455284553,0.8739837398373984,0.7723577235772358,0.6260162601626016,0.7466124661246613,0.7411924119241192,0.9146341463414634,0.926829268292683,0.9051490514905149,0.7682926829268293,0.7965616045845272,0.8468834688346883,0.8685636856368564
Evanilson,Bournemouth,eng Premier League,FW,2319,10,12.5,11.7,1,1.9,2.79,1.2,29,28,99,71.3,26,1.8,10,1,17,21,33.3,333,558,0.9417344173441734,0.978319783197832,0.975609756097561,0.44986449864498645,0.6165311653116531,0.9214092140921409,0.9512195121951219,0.551490514905149,0.21138211382113822,0.7411924119241192,0.14905149051490515,0.7466124661246613,0.6314363143631436,0.3035230352303523,0.08672086720867209,0.17479674796747968,0.3780487804878049,0.1991404011461318,0.21138211382113822,0.1842818428184282
Eberechi Eze,Crystal Palace,eng Premier League,"MF,FW",2588,8,10.5,8.9,8,6.2,3.48,0.94,69,97,153,74.2,58,4.7,22,11,50,10,48.6,840,1414,0.8983739837398373,0.9566395663956639,0.943089430894309,0.967479674796748,0.9390243902439024,0.978319783197832,0.8658536585365854,0.8468834688346883,0.7222222222222222,0.8617886178861789,0.24254742547425473,0.9661246612466124,0.9146341463414634,0.6273712737127372,0.470189701897019,0.5907859078590786,0.15853658536585366,0.6389684813753582,0.7439024390243902,0.7127371273712737
Łukasz Fabiański,West Ham,eng Premier League,GK,1160,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,67.1,0,0.0,0,0,0,5,100.0,285,530,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.17344173441734417,0.037940379403794036,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.017615176151761516,0.04607046070460705,0.08401084010840108,0.023035230352303523,0.03116531165311653,0.02710027100271003,0.036585365853658534,0.014905149051490514,0.04607046070460705,0.9699140401146131,0.14498644986449866,0.15718157181571815
Wout Faes,Leicester City,eng Premier League,DF,2815,1,1.5,1.5,0,0.1,0.38,0.03,12,86,1,88.0,4,0.4,26,26,68,185,83.3,1107,1906,0.44579945799457993,0.516260162601626,0.516260162601626,0.17344173441734417,0.0989159891598916,0.2005420054200542,0.13550135501355012,0.2682926829268293,0.6842818428184282,0.10298102981029811,0.8495934959349594,0.18834688346883469,0.20596205962059622,0.7113821138211383,0.8116531165311653,0.7289972899728997,0.964769647696477,0.9297994269340975,0.8794037940379403,0.8644986449864499
Bruno Fernandes,Manchester Utd,eng Premier League,MF,3018,8,9.9,7.6,10,8.5,2.77,0.78,77,325,129,76.1,91,8.0,50,26,110,35,41.8,1542,2649,0.8983739837398373,0.943089430894309,0.9186991869918699,0.986449864498645,0.9905149051490515,0.9146341463414634,0.8116531165311653,0.8726287262872628,1.0,0.8346883468834688,0.32926829268292684,1.0,0.991869918699187,0.9525745257452575,0.8116531165311653,0.9322493224932249,0.5555555555555556,0.4183381088825215,0.981029810298103,0.989159891598916
Mateus Fernandes,Southampton,eng Premier League,MF,2909,2,4.0,4.0,4,3.0,1.3,0.43,76,145,108,79.9,34,3.6,48,28,117,35,45.0,897,1760,0.6029810298102981,0.7696476964769647,0.7764227642276422,0.8211382113821138,0.7533875338753387,0.6260162601626016,0.6504065040650406,0.8699186991869918,0.9092140921409214,0.7574525745257452,0.4742547425474255,0.8238482384823849,0.8401084010840109,0.9349593495934959,0.8482384823848238,0.9525745257452575,0.5555555555555556,0.5100286532951289,0.7899728997289973,0.8184281842818428
Enzo Fernández,Chelsea,eng Premier League,MF,2947,6,6.1,6.1,7,6.8,1.62,0.61,60,212,126,79.9,77,6.2,33,13,78,23,47.3,1211,2210,0.8455284552845529,0.8672086720867209,0.8807588075880759,0.9444444444444444,0.9525745257452575,0.6991869918699187,0.7398373983739838,0.7940379403794038,0.9701897018970189,0.8157181571815718,0.4742547425474255,0.991869918699187,0.9661246612466124,0.8170731707317073,0.5365853658536586,0.7953929539295393,0.4105691056910569,0.6074498567335244,0.924119241192412,0.9376693766937669
Kilian Fischer,Wolfsburg,de Bundesliga,DF,2297,1,0.3,0.3,0,0.5,0.24,0.04,51,110,89,78.6,12,1.0,44,19,83,98,43.5,704,1529,0.42727272727272725,0.16515151515151516,0.16818181818181818,0.1712121212121212,0.24696969696969698,0.13787878787878788,0.16363636363636364,0.8575757575757575,0.8272727272727273,0.7045454545454546,0.5515151515151515,0.4818181818181818,0.33636363636363636,0.9803030303030303,0.696969696969697,0.9030303030303031,0.8803030303030303,0.43548387096774194,0.7045454545454546,0.7848484848484848
Mark Flekken,Brentford,eng Premier League,GK,3275,0,0.0,0.0,2,0.5,0.0,0.0,0,0,0,73.0,3,0.1,4,0,4,26,100.0,1122,1824,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.6273712737127372,0.24796747967479674,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.017615176151761516,0.04607046070460705,0.1951219512195122,0.15040650406504066,0.08265582655826559,0.1111111111111111,0.036585365853658534,0.08130081300813008,0.4634146341463415,0.9699140401146131,0.8915989159891599,0.8373983739837398
Phil Foden,Manchester City,eng Premier League,"MF,FW",1777,7,5.2,5.2,2,4.8,2.73,0.81,50,103,128,84.1,43,5.3,5,9,22,7,32.6,722,1139,0.8726287262872628,0.8346883468834688,0.8455284552845529,0.6273712737127372,0.8780487804878049,0.9105691056910569,0.8319783197831978,0.7398373983739838,0.7479674796747967,0.8279132791327913,0.6734417344173442,0.8861788617886179,0.9417344173441734,0.14092140921409213,0.3997289972899729,0.2601626016260163,0.08807588075880758,0.17048710601719197,0.6124661246612466,0.5365853658536586
Wesley Fofana,Chelsea,eng Premier League,DF,1172,0,0.4,0.4,0,0.4,0.23,0.0,19,32,4,90.2,6,0.2,12,14,27,55,53.3,557,933,0.17615176151761516,0.1951219512195122,0.1951219512195122,0.17344173441734417,0.21002710027100271,0.12601626016260162,0.06639566395663957,0.4092140921409214,0.23712737127371275,0.17886178861788618,0.9200542005420054,0.24932249322493225,0.12737127371273713,0.3617886178861789,0.5704607046070461,0.31842818428184283,0.7262872628726287,0.7679083094555874,0.46070460704607047,0.4146341463414634
Jonas Föhrenbach,Heidenheim,de Bundesliga,DF,1832,0,0.3,0.3,1,1.3,0.39,0.05,36,59,50,72.5,14,2.1,24,16,61,57,41.2,521,1112,0.16515151515151516,0.16515151515151516,0.16818181818181818,0.4575757575757576,0.5196969696969697,0.19545454545454546,0.17272727272727273,0.7439393939393939,0.5515151515151515,0.5227272727272727,0.3106060606060606,0.5515151515151515,0.6545454545454545,0.7651515151515151,0.6196969696969697,0.7636363636363637,0.7121212121212122,0.3758064516129032,0.5106060606060606,0.6015151515151516
Fraser Forster,Tottenham,eng Premier League,GK,630,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,84.8,0,0.0,0,0,0,7,100.0,113,228,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.17344173441734417,0.037940379403794036,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.017615176151761516,0.04607046070460705,0.6951219512195121,0.023035230352303523,0.03116531165311653,0.02710027100271003,0.036585365853658534,0.014905149051490514,0.08807588075880758,0.9699140401146131,0.005420054200542005,0.005420054200542005
Marco Friedl,Werder Bremen,de Bundesliga,DF,2161,0,0.5,0.5,0,0.2,0.17,0.12,4,69,1,90.2,3,0.4,42,34,96,130,75.0,1069,1769,0.16515151515151516,0.2196969696969697,0.22727272727272727,0.1712121212121212,0.1409090909090909,0.09545454545454546,0.2924242424242424,0.14545454545454545,0.6439393939393939,0.08787878787878788,0.9575757575757575,0.14393939393939395,0.14545454545454545,0.9696969696969697,0.9015151515151515,0.956060606060606,0.9333333333333333,0.9112903225806451,0.9151515151515152,0.8606060606060606
Marvin Friedrich,Gladbach,de Bundesliga,DF,989,0,0.4,0.4,1,0.6,0.64,0.18,11,36,3,88.4,3,0.5,9,5,20,57,100.0,502,822,0.16515151515151516,0.19393939393939394,0.2,0.4575757575757576,0.2787878787878788,0.346969696969697,0.38636363636363635,0.2833333333333333,0.31212121212121213,0.12727272727272726,0.9090909090909091,0.14393939393939395,0.18636363636363637,0.27424242424242423,0.2515151515151515,0.25303030303030305,0.7121212121212122,0.9741935483870968,0.4727272727272727,0.3878787878787879
Jeremie Frimpong,Leverkusen,de Bundesliga,"DF,MF",2314,5,4.1,4.1,5,4.2,1.32,0.62,100,55,272,76.1,30,4.7,25,8,41,22,32.1,673,1205,0.8272727272727273,0.8196969696969697,0.8333333333333334,0.8924242424242425,0.8909090909090909,0.646969696969697,0.7318181818181818,0.9787878787878788,0.5181818181818182,0.9939393939393939,0.44696969696969696,0.8560606060606061,0.9015151515151515,0.7909090909090909,0.36363636363636365,0.5363636363636364,0.37575757575757573,0.14838709677419354,0.6757575757575758,0.6484848484848484
Chris Führich,Stuttgart,de Bundesliga,"MF,FW",1981,2,2.9,2.9,3,3.7,1.64,0.55,114,95,202,80.5,32,6.0,10,6,21,19,47.1,782,1220,0.6060606060606061,0.7242424242424242,0.7348484848484849,0.7757575757575758,0.8560606060606061,0.7075757575757575,0.706060606060606,0.9939393939393939,0.7439393939393939,0.9651515151515152,0.6272727272727273,0.8666666666666667,0.95,0.3106060606060606,0.28939393939393937,0.27424242424242423,0.3393939393939394,0.5645161290322581,0.7424242424242424,0.6515151515151515
Niclas Füllkrug,West Ham,eng Premier League,FW,790,3,2.2,2.2,2,1.9,1.82,0.8,7,14,31,67.2,14,0.4,3,1,5,16,12.5,123,277,0.7059620596205962,0.6355013550135501,0.6395663956639567,0.6273712737127372,0.6165311653116531,0.7506775067750677,0.8279132791327913,0.18157181571815717,0.10569105691056911,0.4051490514905149,0.08672086720867209,0.491869918699187,0.20596205962059622,0.09349593495934959,0.08672086720867209,0.08672086720867209,0.3021680216802168,0.02865329512893983,0.008130081300813009,0.02168021680216802
Cody Gakpo,Liverpool,eng Premier League,FW,1935,10,7.1,7.1,4,4.4,2.65,1.02,59,52,278,75.7,38,3.8,16,12,40,19,50.8,605,888,0.9417344173441734,0.8888888888888888,0.8997289972899729,0.8211382113821138,0.8523035230352304,0.8929539295392954,0.8956639566395664,0.7845528455284553,0.43089430894308944,0.978319783197832,0.3021680216802168,0.8523035230352304,0.8590785907859079,0.46612466124661245,0.502710027100271,0.489159891598916,0.34552845528455284,0.7292263610315186,0.4959349593495935,0.38482384823848237
Idrissa Gana Gueye,Everton,eng Premier League,MF,3063,0,1.1,1.1,3,1.7,0.79,0.15,27,145,27,86.5,19,2.0,80,48,181,36,46.2,861,1801,0.17615176151761516,0.41192411924119243,0.4146341463414634,0.7439024390243902,0.5785907859078591,0.453929539295393,0.35772357723577236,0.521680216802168,0.9092140921409214,0.37669376693766937,0.7682926829268293,0.6287262872628726,0.6747967479674797,0.9986449864498645,0.975609756097561,1.0,0.5704607046070461,0.5730659025787965,0.7560975609756098,0.8265582655826558
Aleix García,Leverkusen,de Bundesliga,MF,1455,3,1.0,1.0,4,4.9,0.93,0.31,27,120,47,87.2,32,3.8,7,11,24,24,80.0,787,1503,0.7318181818181818,0.37575757575757573,0.38484848484848483,0.843939393939394,0.9212121212121213,0.5393939393939394,0.5772727272727273,0.6348484848484849,0.8621212121212121,0.503030303030303,0.8666666666666667,0.8666666666666667,0.8424242424242424,0.21666666666666667,0.47424242424242424,0.3287878787878788,0.4075757575757576,0.9306451612903226,0.7484848484848485,0.7757575757575758
Alejandro Garnacho,Manchester Utd,eng Premier League,"MF,FW",2199,6,7.3,7.3,2,4.5,3.44,1.19,141,56,290,78.9,37,2.8,18,13,43,11,29.2,840,1159,0.8455284552845529,0.9010840108401084,0.9092140921409214,0.6273712737127372,0.8563685636856369,0.9742547425474255,0.948509485094851,0.986449864498645,0.4634146341463415,0.989159891598916,0.44037940379403795,0.8441734417344173,0.7831978319783198,0.505420054200542,0.5365853658536586,0.5271002710027101,0.1910569105691057,0.1174785100286533,0.7439024390243902,0.5501355013550135
James Garner,Everton,eng Premier League,"MF,DF",1594,0,0.7,0.7,1,1.4,0.68,0.23,15,50,30,76.1,13,1.4,31,23,70,37,36.8,478,977,0.17615176151761516,0.3021680216802168,0.3048780487804878,0.44986449864498645,0.5067750677506775,0.4024390243902439,0.47560975609756095,0.3319783197831978,0.3956639566395664,0.3983739837398374,0.32926829268292684,0.462059620596206,0.5420054200542005,0.7913279132791328,0.7588075880758808,0.7479674796747967,0.5826558265582655,0.2707736389684814,0.35501355013550134,0.44715447154471544
Lutsharel Geertruida,RB Leipzig,de Bundesliga,DF,1557,1,1.1,1.1,0,1.0,0.46,0.06,21,93,34,86.7,10,1.6,24,16,51,59,50.0,642,1266,0.42727272727272725,0.403030303030303,0.4121212121212121,0.1712121212121212,0.4106060606060606,0.23030303030303031,0.18484848484848485,0.5212121212121212,0.7333333333333333,0.41515151515151516,0.853030303030303,0.3924242424242424,0.5060606060606061,0.7651515151515151,0.6196969696969697,0.6606060606060606,0.7257575757575757,0.6370967741935484,0.6590909090909091,0.6666666666666666
Dennis Geiger,Hoffenheim,de Bundesliga,"MF,FW",734,0,0.2,0.2,0,0.5,0.61,0.12,12,37,21,87.3,11,0.7,11,7,31,6,50.0,259,441,0.16515151515151516,0.13636363636363635,0.1393939393939394,0.1712121212121212,0.24696969696969698,0.32727272727272727,0.2924242424242424,0.3106060606060606,0.32272727272727275,0.3196969696969697,0.8696969696969697,0.43787878787878787,0.25757575757575757,0.36666666666666664,0.3242424242424242,0.4015151515151515,0.06666666666666667,0.6370967741935484,0.1484848484848485,0.10909090909090909
Valentin Gendrey,Hoffenheim,de Bundesliga,DF,1414,1,1.1,1.1,1,1.8,0.64,0.32,24,49,86,69.9,16,2.7,12,15,45,53,27.3,363,874,0.42727272727272725,0.403030303030303,0.4121212121212121,0.4575757575757576,0.6439393939393939,0.346969696969697,0.5893939393939394,0.5681818181818182,0.4484848484848485,0.6954545454545454,0.2015151515151515,0.5969696969696969,0.7439393939393939,0.4166666666666667,0.5909090909090909,0.5924242424242424,0.6742424242424242,0.09032258064516129,0.29545454545454547,0.4303030303030303
Yannick Gerhardt,Wolfsburg,de Bundesliga,"MF,DF",1518,1,1.2,1.2,1,0.2,0.89,0.24,27,57,63,76.9,4,1.1,16,17,45,47,12.5,438,854,0.42727272727272725,0.43636363636363634,0.44545454545454544,0.4575757575757576,0.1409090909090909,0.5196969696969697,0.48787878787878786,0.6348484848484849,0.5287878787878788,0.5818181818181818,0.47575757575757577,0.18636363636363637,0.37424242424242427,0.5424242424242425,0.6484848484848484,0.5924242424242424,0.6363636363636364,0.024193548387096774,0.3712121212121212,0.4196969696969697
Max Geschwill,Holstein Kiel,de Bundesliga,DF,1282,1,0.9,0.9,2,0.8,0.63,0.14,6,58,16,74.3,10,0.9,21,30,56,53,40.0,379,827,0.42727272727272725,0.35,0.3560606060606061,0.656060606060606,0.34545454545454546,0.3378787878787879,0.3303030303030303,0.1787878787878788,0.5393939393939394,0.28484848484848485,0.3787878787878788,0.3924242424242424,0.30757575757575756,0.6818181818181818,0.8621212121212121,0.7075757575757575,0.6742424242424242,0.3338709677419355,0.3151515151515151,0.3939393939393939
Dimitris Giannoulis,Augsburg,de Bundesliga,DF,2650,1,1.1,1.1,4,4.2,0.44,0.14,60,104,164,74.7,42,5.4,32,47,94,75,35.4,845,1802,0.42727272727272725,0.403030303030303,0.4121212121212121,0.843939393939394,0.8909090909090909,0.21818181818181817,0.3303030303030303,0.9121212121212121,0.7818181818181819,0.9348484848484848,0.3984848484848485,0.9227272727272727,0.9272727272727272,0.9196969696969697,0.9742424242424242,0.95,0.806060606060606,0.22580645161290322,0.806060606060606,0.8666666666666667
Morgan Gibbs-White,Nott'ham Forest,eng Premier League,MF,2803,7,6.3,6.3,8,5.0,1.96,0.67,69,164,137,78.3,51,4.7,22,23,66,29,40.3,923,1627,0.8726287262872628,0.8726287262872628,0.8834688346883469,0.967479674796748,0.8997289972899729,0.7926829268292683,0.7682926829268293,0.8468834688346883,0.94579945799458,0.8455284552845529,0.4065040650406504,0.9336043360433605,0.9146341463414634,0.6273712737127372,0.7588075880758808,0.7100271002710027,0.494579945799458,0.3753581661891118,0.8102981029810298,0.7831978319783198
Armin Gigovic,Holstein Kiel,de Bundesliga,MF,1895,5,1.9,1.9,1,2.1,1.23,0.47,37,50,45,77.7,16,1.7,13,21,46,33,36.4,476,935,0.8272727272727273,0.6166666666666667,0.6242424242424243,0.4575757575757576,0.6954545454545454,0.6318181818181818,0.6590909090909091,0.7606060606060606,0.46060606060606063,0.4863636363636364,0.5151515151515151,0.5969696969696969,0.5333333333333333,0.453030303030303,0.7393939393939394,0.6045454545454545,0.5287878787878788,0.23870967741935484,0.43787878787878787,0.4772727272727273
Benedikt Gimber,Heidenheim,de Bundesliga,DF,2671,0,0.7,0.7,0,0.3,0.47,0.03,7,46,8,82.5,3,0.5,46,31,103,131,50.0,865,1643,0.16515151515151516,0.2787878787878788,0.2878787878787879,0.1712121212121212,0.1893939393939394,0.2409090909090909,0.15,0.19393939393939394,0.41363636363636364,0.20909090909090908,0.6909090909090909,0.14393939393939395,0.18636363636363637,0.990909090909091,0.8772727272727273,0.9696969696969697,0.9363636363636364,0.6370967741935484,0.8181818181818182,0.8212121212121212
Matthias Ginter,Freiburg,de Bundesliga,DF,2561,2,2.8,2.8,1,0.7,0.84,0.14,11,113,16,82.6,9,1.5,17,19,49,146,66.7,991,1816,0.6060606060606061,0.7090909090909091,0.7181818181818181,0.4575757575757576,0.31212121212121213,0.4893939393939394,0.3303030303030303,0.2833333333333333,0.8303030303030303,0.28484848484848485,0.7045454545454546,0.3575757575757576,0.48333333333333334,0.5818181818181818,0.696969696969697,0.6409090909090909,0.9575757575757575,0.8661290322580645,0.8818181818181818,0.8757575757575757
