Player,Squad,Comp,Pos,Min,Gls,xG,npxG,Ast,xAG,Sh/90,SoT/90,PrgC,PrgP,PrgR,Cmp%,KP,xA,TklW,Int,Tkl+Int,Clr,Succ%,Carries,Touches,Gls_pct,xG_pct,npxG_pct,Ast_pct,xAG_pct,Sh/90_pct,SoT/90_pct,PrgC_pct,PrgP_pct,PrgR_pct,Cmp%_pct,KP_pct,xA_pct,TklW_pct,Int_pct,Tkl+Int_pct,Clr_pct,Succ%_pct,Carries_pct,Touches_pct
Kyle Walker-Peters,Southampton,eng Premier League,DF,2918,0,0.8,0.8,2,2.8,0.62,0.19,114,139,144,88.2,24,2.3,29,19,63,90,41.3,1271,2022,0.17615176151761516,0.34146341463414637,0.34417344173441733,0.6273712737127372,0.7317073170731707,0.36720867208672087,0.4146341463414634,0.9552845528455285,0.8888888888888888,0.8563685636856369,0.8577235772357723,0.7168021680216802,0.7181571815718157,0.7588075880758808,0.6653116531165312,0.6802168021680217,0.8658536585365854,0.3997134670487106,0.9349593495934959,0.8983739837398373
Christian Walton,Ipswich Town,eng Premier League,GK,630,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,69.4,1,0.0,0,0,0,2,,143,272,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.17344173441734417,0.037940379403794036,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.017615176151761516,0.04607046070460705,0.1043360433604336,0.06504065040650407,0.03116531165311653,0.02710027100271003,0.036585365853658534,0.014905149051490514,0.01084010840108401,,0.016260162601626018,0.017615176151761516
Aaron Wan-Bissaka,West Ham,eng Premier League,DF,3154,2,1.2,1.2,5,3.5,0.46,0.14,110,149,167,81.1,33,2.8,49,66,136,125,52.5,1092,2256,0.6029810298102981,0.44173441734417346,0.4444444444444444,0.8699186991869918,0.8021680216802168,0.2696476964769648,0.33875338753387535,0.948509485094851,0.9159891598915989,0.8861788617886179,0.524390243902439,0.8143631436314364,0.7831978319783198,0.9417344173441734,1.0,0.983739837398374,0.9186991869918699,0.7507163323782235,0.8726287262872628,0.9512195121951219
Paul Wanner,Heidenheim,de Bundesliga,"MF,FW",1771,3,3.7,2.9,2,1.3,1.22,0.25,28,64,65,73.1,20,1.8,27,4,44,20,42.4,496,935,0.7318181818181818,0.7803030303030303,0.7348484848484849,0.656060606060606,0.5196969696969697,0.6257575757575757,0.5015151515151515,0.6484848484848484,0.6060606060606061,0.593939393939394,0.32727272727272727,0.6757575757575758,0.5666666666666667,0.8272727272727273,0.20757575757575758,0.5742424242424242,0.3575757575757576,0.3967741935483871,0.4666666666666667,0.4772727272727273
James Ward-Prowse,West Ham,eng Premier League,MF,1039,1,1.6,1.6,1,1.9,1.13,0.43,11,54,9,88.2,20,1.8,14,8,28,15,40.0,427,849,0.44579945799457993,0.540650406504065,0.540650406504065,0.44986449864498645,0.6165311653116531,0.5691056910569106,0.6504065040650406,0.24661246612466126,0.44986449864498645,0.25609756097560976,0.8577235772357723,0.6476964769647696,0.6314363143631436,0.4146341463414634,0.3617886178861789,0.3346883468834688,0.28184281842818426,0.3553008595988539,0.3170731707317073,0.3523035230352303
Ollie Watkins,Aston Villa,eng Premier League,FW,2598,16,15.3,13.8,8,3.3,2.84,1.25,55,31,165,72.4,24,2.1,7,8,18,15,24.4,409,695,0.983739837398374,0.986449864498645,0.989159891598916,0.967479674796748,0.7913279132791328,0.9295392953929539,0.9566395663956639,0.7682926829268293,0.22764227642276422,0.8821138211382114,0.18292682926829268,0.7168021680216802,0.6924119241192412,0.20596205962059622,0.3617886178861789,0.18699186991869918,0.28184281842818426,0.07736389684813753,0.2981029810298103,0.2682926829268293
Adam Webster,Brighton,eng Premier League,DF,887,0,0.2,0.2,0,0.5,0.51,0.1,8,63,2,87.7,3,0.3,6,20,30,41,33.3,476,824,0.17615176151761516,0.12737127371273713,0.12737127371273713,0.17344173441734417,0.24796747967479674,0.2994579945799458,0.25338753387533874,0.2018970189701897,0.5257452574525745,0.13279132791327913,0.8306233062330624,0.15040650406504066,0.17344173441734417,0.17750677506775067,0.6897018970189702,0.37262872628726285,0.6219512195121951,0.1991404011461318,0.3523035230352303,0.33875338753387535
Julian Weigl,Gladbach,de Bundesliga,MF,2881,0,0.7,0.7,2,1.1,0.59,0.19,11,122,9,88.3,11,1.9,25,48,101,86,87.5,1061,2075,0.16515151515151516,0.2787878787878788,0.2878787878787879,0.656060606060606,0.45454545454545453,0.31212121212121213,0.39545454545454545,0.2833333333333333,0.8757575757575757,0.22121212121212122,0.9030303030303031,0.43787878787878787,0.603030303030303,0.7909090909090909,0.9787878787878788,0.9636363636363636,0.8303030303030303,0.9435483870967742,0.9121212121212121,0.9242424242424242
Timon Weiner,Holstein Kiel,de Bundesliga,GK,2250,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,68.8,0,0.0,0,0,0,17,,540,1068,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.04090909090909091,0.01818181818181818,0.04090909090909091,0.1606060606060606,0.02727272727272727,0.01818181818181818,0.03484848484848485,0.04242424242424243,0.025757575757575757,0.30606060606060603,,0.55,0.5666666666666667
Nelson Weiper,Mainz 05,de Bundesliga,"FW,MF",704,3,4.1,4.1,2,1.9,2.81,1.53,12,13,62,67.1,10,0.7,4,2,7,5,47.6,149,311,0.7318181818181818,0.8196969696969697,0.8333333333333334,0.656060606060606,0.6651515151515152,0.9227272727272727,0.9787878787878788,0.3106060606060606,0.09242424242424242,0.5787878787878787,0.12424242424242424,0.3924242424242424,0.25757575757575757,0.1409090909090909,0.13787878787878788,0.10757575757575757,0.048484848484848485,0.5887096774193549,0.012121212121212121,0.03333333333333333
Mitchell Weiser,Werder Bremen,de Bundesliga,"DF,MF",2868,5,5.4,5.4,9,4.7,1.35,0.47,65,125,200,73.9,42,5.4,40,22,83,61,41.7,990,1949,0.8272727272727273,0.8696969696969697,0.8818181818181818,0.9818181818181818,0.9166666666666666,0.6545454545454545,0.6590909090909091,0.9303030303030303,0.8787878787878788,0.9575757575757575,0.3621212121212121,0.9227272727272727,0.9272727272727272,0.956060606060606,0.759090909090909,0.9030303030303031,0.7363636363636363,0.38870967741935486,0.8787878787878788,0.9
Noah Weißhaupt,St. Pauli,de Bundesliga,"FW,MF",1160,1,2.1,2.1,0,1.8,1.4,0.31,42,33,94,62.3,18,1.8,4,2,8,8,34.2,306,509,0.42727272727272725,0.6575757575757576,0.6606060606060606,0.1712121212121212,0.6439393939393939,0.6757575757575758,0.5772727272727273,0.7954545454545454,0.2787878787878788,0.7257575757575757,0.03333333333333333,0.6333333333333333,0.5666666666666667,0.1409090909090909,0.13787878787878788,0.11515151515151516,0.11060606060606061,0.2032258064516129,0.2318181818181818,0.15757575757575756
Danny Welbeck,Brighton,eng Premier League,FW,2115,10,9.6,8.8,4,1.4,2.51,0.98,21,47,95,84.9,23,1.4,16,5,31,14,35.1,448,726,0.9417344173441734,0.9390243902439024,0.940379403794038,0.8211382113821138,0.5067750677506775,0.8780487804878049,0.8807588075880759,0.43224932249322495,0.36449864498644985,0.7195121951219512,0.6991869918699187,0.6978319783197832,0.5420054200542005,0.46612466124661245,0.23577235772357724,0.3902439024390244,0.25474254742547425,0.2521489971346705,0.33739837398373984,0.2764227642276423
Adam Wharton,Crystal Palace,eng Premier League,MF,1318,0,0.4,0.4,2,3.0,0.89,0.34,14,107,11,75.6,26,2.2,14,20,54,27,20.0,430,872,0.17615176151761516,0.1951219512195122,0.1951219512195122,0.6273712737127372,0.7533875338753387,0.502710027100271,0.5799457994579946,0.3048780487804878,0.7669376693766937,0.2804878048780488,0.2953929539295393,0.7466124661246613,0.7046070460704607,0.4146341463414634,0.6897018970189702,0.6070460704607046,0.47289972899729,0.050143266475644696,0.32113821138211385,0.3699186991869919
Ben White,Arsenal,eng Premier League,DF,1198,0,0.5,0.5,2,1.4,0.68,0.15,23,59,42,83.8,10,1.4,14,16,36,44,0.0,394,813,0.17615176151761516,0.23441734417344173,0.23577235772357724,0.6273712737127372,0.5067750677506775,0.4024390243902439,0.35772357723577236,0.4742547425474255,0.47831978319783197,0.47696476964769646,0.6626016260162602,0.38482384823848237,0.5420054200542005,0.4146341463414634,0.6151761517615176,0.43902439024390244,0.6382113821138211,0.012893982808022923,0.2845528455284553,0.3333333333333333
Mats Wieffer,Brighton,eng Premier League,"DF,MF",1015,1,0.8,0.8,3,1.6,0.8,0.35,18,62,23,85.1,16,1.0,34,17,75,28,46.7,483,867,0.44579945799457993,0.34146341463414637,0.34417344173441733,0.7439024390243902,0.5609756097560976,0.46070460704607047,0.5880758807588076,0.39295392953929537,0.513550135501355,0.35907859078590787,0.7073170731707317,0.551490514905149,0.4132791327913279,0.8292682926829268,0.6300813008130082,0.7764227642276422,0.4796747967479675,0.5931232091690545,0.37262872628726285,0.36314363143631434
Neco Williams,Nott'ham Forest,eng Premier League,DF,2594,1,2.3,2.3,3,1.6,1.28,0.24,68,89,103,75.5,18,1.5,57,31,121,137,39.1,650,1565,0.44579945799457993,0.6463414634146342,0.6531165311653117,0.7439024390243902,0.5609756097560976,0.6192411924119241,0.483739837398374,0.8401084010840109,0.6991869918699187,0.7479674796747967,0.29132791327913277,0.6070460704607046,0.573170731707317,0.9769647696476965,0.8766937669376694,0.9566395663956639,0.9349593495934959,0.32808022922636104,0.5555555555555556,0.7615176151761518
Joe Willock,Newcastle Utd,eng Premier League,"MF,FW",1086,0,1.6,1.6,2,2.1,1.49,0.25,38,41,86,82.6,22,0.9,17,6,36,7,34.3,325,533,0.17615176151761516,0.540650406504065,0.540650406504065,0.6273712737127372,0.6504065040650406,0.6653116531165312,0.4905149051490515,0.6504065040650406,0.3265582655826558,0.6788617886178862,0.6002710027100271,0.6802168021680217,0.38346883468834686,0.4823848238482385,0.2791327913279133,0.43902439024390244,0.08807588075880758,0.23782234957020057,0.2018970189701897,0.15989159891598917
Harry Wilson,Fulham,eng Premier League,"FW,MF",1162,6,4.2,4.2,1,1.1,3.33,1.32,22,51,96,73.3,20,1.2,14,7,27,10,37.5,342,598,0.8455284552845529,0.7818428184281843,0.7899728997289973,0.44986449864498645,0.4146341463414634,0.962059620596206,0.9728997289972899,0.44986449864498645,0.41192411924119243,0.7303523035230353,0.2073170731707317,0.6476964769647696,0.47560975609756095,0.4146341463414634,0.3224932249322493,0.31842818428184283,0.15853658536585366,0.29369627507163326,0.21544715447154472,0.2086720867208672
Patrick Wimmer,Wolfsburg,de Bundesliga,"MF,FW",1770,3,3.7,3.7,4,2.9,2.08,0.51,46,91,75,65.7,24,3.4,35,32,79,15,53.6,504,920,0.7318181818181818,0.7803030303030303,0.796969696969697,0.843939393939394,0.7727272727272727,0.7772727272727272,0.6818181818181818,0.8272727272727273,0.7196969696969697,0.6545454545454545,0.08787878787878788,0.7636363636363637,0.8090909090909091,0.9363636363636364,0.8878787878787879,0.8803030303030303,0.2590909090909091,0.7032258064516129,0.47878787878787876,0.4666666666666667
Jonas Wind,Wolfsburg,de Bundesliga,"FW,MF",1966,9,5.7,4.0,3,4.2,1.74,0.5,17,100,94,70.6,34,4.7,6,6,16,15,30.0,450,810,0.9257575757575758,0.8909090909090909,0.8212121212121212,0.7757575757575758,0.8909090909090909,0.7272727272727273,0.6742424242424242,0.42424242424242425,0.7681818181818182,0.7257575757575757,0.2545454545454545,0.8818181818181818,0.9015151515151515,0.1893939393939394,0.28939393939393937,0.20909090909090908,0.2590909090909091,0.12903225806451613,0.396969696969697,0.3787878787878788
Harry Winks,Leicester City,eng Premier League,MF,1538,0,0.2,0.2,2,1.2,0.59,0.23,19,101,11,87.1,17,1.5,11,9,33,20,25.0,696,1158,0.17615176151761516,0.12737127371273713,0.12737127371273713,0.6273712737127372,0.44986449864498645,0.35907859078590787,0.47560975609756095,0.4092140921409214,0.7411924119241192,0.2804878048780488,0.7940379403794038,0.5840108401084011,0.573170731707317,0.3346883468834688,0.3997289972899729,0.4146341463414634,0.3617886178861789,0.08595988538681948,0.6016260162601627,0.5474254742547425
Florian Wirtz,Leverkusen,de Bundesliga,"MF,FW",2351,10,9.4,6.1,12,7.0,2.83,1.34,131,176,309,78.3,57,9.4,20,10,42,6,49.1,1217,2096,0.943939393939394,0.9575757575757575,0.9090909090909091,0.996969696969697,0.9818181818181818,0.9287878787878788,0.9636363636363636,1.0,0.9696969696969697,0.996969696969697,0.5378787878787878,0.9712121212121212,0.9939393939393939,0.6545454545454545,0.44393939393939397,0.5484848484848485,0.06666666666666667,0.6129032258064516,0.9393939393939394,0.9318181818181818
Yoane Wissa,Brentford,eng Premier League,FW,2919,19,18.5,18.5,4,2.6,2.77,1.26,60,67,154,76.5,27,1.8,12,8,30,21,30.6,550,925,0.986449864498645,0.991869918699187,0.997289972899729,0.8211382113821138,0.7113821138211383,0.9146341463414634,0.959349593495935,0.7940379403794038,0.5582655826558266,0.8658536585365854,0.3428184281842818,0.7628726287262872,0.6314363143631436,0.3617886178861789,0.3617886178861789,0.37262872628726285,0.3780487804878049,0.1361031518624642,0.44715447154471544,0.4092140921409214
Dani de Wit,Bochum,de Bundesliga,"MF,FW",1153,2,2.1,2.1,1,0.5,1.56,0.55,5,33,37,72.0,10,0.5,17,12,41,23,12.5,244,558,0.6060606060606061,0.6575757575757576,0.6606060606060606,0.4575757575757576,0.24696969696969698,0.7,0.706060606060606,0.16363636363636364,0.2787878787878788,0.43636363636363634,0.30303030303030304,0.3924242424242424,0.18636363636363637,0.5818181818181818,0.509090909090909,0.5363636363636364,0.39090909090909093,0.024193548387096774,0.1303030303030303,0.19696969696969696
Maximilian Wittek,Bochum,de Bundesliga,DF,2706,0,1.4,1.4,0,4.4,1.36,0.23,47,141,83,70.6,46,6.2,42,27,92,89,40.0,769,1882,0.16515151515151516,0.4909090909090909,0.5,0.1712121212121212,0.9015151515151515,0.6590909090909091,0.4666666666666667,0.8363636363636363,0.9242424242424242,0.6818181818181818,0.2545454545454545,0.9363636363636364,0.9575757575757575,0.9696969696969697,0.8287878787878787,0.9409090909090909,0.8424242424242424,0.3338709677419355,0.7333333333333333,0.8878787878787879
Marius Wolf,Augsburg,de Bundesliga,DF,2144,1,0.7,0.7,3,3.2,0.5,0.08,36,117,95,68.5,45,4.4,16,24,51,51,44.2,627,1427,0.42727272727272725,0.2787878787878788,0.2878787878787879,0.7757575757575758,0.8121212121212121,0.2606060606060606,0.22575757575757577,0.7439393939393939,0.8469696969696969,0.7333333333333333,0.15,0.9318181818181818,0.8863636363636364,0.5424242424242425,0.7909090909090909,0.6606060606060606,0.6606060606060606,0.46774193548387094,0.6348484848484849,0.7393939393939394
Nick Woltemade,Stuttgart,de Bundesliga,"FW,MF",1622,12,10.2,8.0,2,4.6,2.55,1.28,31,52,141,70.6,37,3.4,7,1,11,15,43.7,470,788,0.9696969696969697,0.9712121212121212,0.9545454545454546,0.656060606060606,0.9121212121212121,0.8848484848484849,0.956060606060606,0.693939393939394,0.48484848484848486,0.8818181818181818,0.2545454545454545,0.9121212121212121,0.8090909090909091,0.21666666666666667,0.10303030303030303,0.14545454545454545,0.2590909090909091,0.4403225806451613,0.42727272727272725,0.353030303030303
Jeong Woo-yeong,Union Berlin,de Bundesliga,"MF,FW",1263,3,2.8,2.8,2,1.7,1.78,0.43,32,63,93,75.3,18,2.1,7,11,21,11,57.1,386,621,0.7318181818181818,0.7090909090909091,0.7181818181818181,0.656060606060606,0.6212121212121212,0.7333333333333333,0.6363636363636364,0.706060606060606,0.5893939393939394,0.7181818181818181,0.4166666666666667,0.6333333333333333,0.6545454545454545,0.21666666666666667,0.47424242424242424,0.27424242424242423,0.18484848484848485,0.7645161290322581,0.3287878787878788,0.2515151515151515
Chris Wood,Nott'ham Forest,eng Premier League,FW,2959,20,13.4,11.0,3,2.6,1.98,0.97,14,42,94,64.3,22,1.5,5,5,11,29,30.8,376,770,0.9905149051490515,0.981029810298103,0.9728997289972899,0.7439024390243902,0.7113821138211383,0.8008130081300813,0.8753387533875339,0.3048780487804878,0.33604336043360433,0.7086720867208672,0.051490514905149054,0.6802168021680217,0.573170731707317,0.14092140921409213,0.23577235772357724,0.11382113821138211,0.494579945799458,0.14183381088825214,0.26151761517615174,0.2981029810298103
Nathan Wood-Gordon,Southampton,eng Premier League,DF,773,0,0.2,0.2,0,0.0,0.23,0.0,2,17,0,93.3,1,0.0,8,5,19,39,66.7,313,564,0.17615176151761516,0.12737127371273713,0.12737127371273713,0.17344173441734417,0.037940379403794036,0.12601626016260162,0.06639566395663957,0.09078590785907859,0.12466124661246612,0.04607046070460705,0.986449864498645,0.06504065040650407,0.03116531165311653,0.23848238482384823,0.23577235772357724,0.21002710027100271,0.6056910569105691,0.8825214899713467,0.19241192411924118,0.1897018970189702
Luke Woolfenden,Ipswich Town,eng Premier League,DF,1187,0,0.0,0.0,0,0.0,0.08,0.0,7,15,0,88.3,0,0.0,6,19,28,76,,368,694,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.17344173441734417,0.037940379403794036,0.08672086720867209,0.06639566395663957,0.18157181571815717,0.11788617886178862,0.04607046070460705,0.8644986449864499,0.023035230352303523,0.03116531165311653,0.17750677506775067,0.6653116531165312,0.3346883468834688,0.8211382113821138,,0.2506775067750677,0.26422764227642276
Granit Xhaka,Leverkusen,de Bundesliga,MF,2888,2,0.9,0.9,7,4.4,0.65,0.09,42,318,72,89.7,50,5.1,26,12,60,52,43.8,1611,3052,0.6060606060606061,0.35,0.3560606060606061,0.9484848484848485,0.9015151515151515,0.35454545454545455,0.23787878787878788,0.7954545454545454,0.996969696969697,0.6424242424242425,0.9409090909090909,0.953030303030303,0.9212121212121213,0.8090909090909091,0.509090909090909,0.753030303030303,0.6666666666666666,0.45161290322580644,0.9939393939393939,0.996969696969697
Yehor Yarmoliuk,Brentford,eng Premier League,MF,1450,0,0.6,0.6,0,0.9,0.56,0.12,15,63,47,87.0,9,0.9,28,13,62,33,48.1,520,960,0.17615176151761516,0.26558265582655827,0.2682926829268293,0.17344173441734417,0.3617886178861789,0.33875338753387535,0.2981029810298103,0.3319783197831978,0.5257452574525745,0.5067750677506775,0.7899728997289973,0.34552845528455284,0.38346883468834686,0.7398373983739838,0.5365853658536586,0.6707317073170732,0.5338753387533876,0.6332378223495702,0.4065040650406504,0.43089430894308944
Ryan Yates,Nott'ham Forest,eng Premier League,MF,1915,2,2.3,2.3,1,1.2,1.55,0.42,18,53,16,81.5,18,0.5,21,26,68,61,50.0,425,1041,0.6029810298102981,0.6463414634146342,0.6531165311653117,0.44986449864498645,0.44986449864498645,0.6775067750677507,0.6395663956639567,0.39295392953929537,0.44308943089430897,0.3130081300813008,0.5420054200542005,0.6070460704607046,0.23712737127371275,0.5962059620596206,0.8116531165311653,0.7289972899728997,0.7574525745257452,0.6848137535816619,0.31029810298102983,0.4878048780487805
Leny Yoro,Manchester Utd,eng Premier League,DF,1165,0,0.7,0.7,0,0.1,0.39,0.08,19,52,4,92.4,2,0.2,11,18,47,43,50.0,614,894,0.17615176151761516,0.3021680216802168,0.3048780487804878,0.17344173441734417,0.0989159891598916,0.2032520325203252,0.21680216802168023,0.4092140921409214,0.43089430894308944,0.17886178861788618,0.9701897018970189,0.10569105691056911,0.12737127371273713,0.3346883468834688,0.6436314363143631,0.5650406504065041,0.6300813008130082,0.6848137535816619,0.5094850948509485,0.39295392953929537
Ashley Young,Everton,eng Premier League,DF,1875,1,0.3,0.3,3,2.3,0.29,0.14,24,90,32,70.9,26,2.9,33,25,83,64,35.0,487,1194,0.44579945799457993,0.15718157181571815,0.15718157181571815,0.7439024390243902,0.6788617886178862,0.15311653116531165,0.33875338753387535,0.489159891598916,0.7073170731707317,0.41192411924119243,0.13685636856368563,0.7466124661246613,0.7953929539295393,0.8170731707317073,0.7953929539295393,0.8387533875338753,0.7628726287262872,0.24785100286532952,0.38482384823848237,0.5718157181571816
Illia Zabarnyi,Bournemouth,eng Premier League,DF,3109,0,1.3,1.3,1,0.7,0.35,0.03,27,140,4,82.1,12,0.8,36,41,93,182,66.7,1282,2062,0.17615176151761516,0.47289972899729,0.47560975609756095,0.44986449864498645,0.31029810298102983,0.1842818428184282,0.13550135501355012,0.521680216802168,0.8915989159891599,0.17886178861788618,0.575880758807588,0.43766937669376693,0.35365853658536583,0.8550135501355014,0.94579945799458,0.8794037940379403,0.962059620596206,0.8825214899713467,0.9376693766937669,0.9105691056910569
