player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches
Serge Gnabry,Bayern Munich,Bundesliga,"FW,MF",29.0,1242,7,5,7.5,5.1,6.8,3.48,1.23,44,48,149,24,4.3,83.4,11,6,9,468,758
João Gomes,Wolves,Premier League,MF,23.0,2974,3,1,2.9,1.2,2.9,1.06,0.21,59,165,76,23,1.9,85.0,71,25,33,1059,1998
Rodrigo Gomes,Wolves,Premier League,"DF,FW",21.0,810,2,0,0.7,0.9,0.7,0.78,0.33,23,27,81,12,0.7,68.6,15,7,20,217,417
Toti Gomes,Wolves,Premier League,DF,25.0,2614,0,1,0.7,0.9,0.7,0.24,0.07,27,86,18,9,0.6,85.9,43,25,152,1205,2027
Nicolás González,Manchester City,Premier League,MF,22.0,760,1,0,0.5,0.1,0.5,1.07,0.24,9,50,11,1,0.5,92.0,6,8,21,425,713
Anthony Gordon,Newcastle Utd,Premier League,"FW,MF",23.0,2434,6,5,8.0,5.0,6.5,2.11,0.59,121,98,214,51,5.1,73.3,18,7,9,818,1267
Leon Goretzka,Bayern Munich,Bundesliga,"MF,DF",29.0,1325,4,1,2.8,1.7,2.8,2.17,0.75,35,127,28,12,2.4,89.9,11,20,25,794,1373
Mario Götze,Eint Frankfurt,Bundesliga,"MF,FW",32.0,1542,3,2,2.9,3.1,2.9,0.47,0.29,29,88,96,34,1.9,77.5,28,7,8,617,986
Jeffrey Gouweleeuw,Augsburg,Bundesliga,DF,33.0,2944,1,4,1.7,2.2,0.9,0.52,0.12,24,142,19,14,3.0,82.6,28,35,183,1169,2061
Kamil Grabara,Wolfsburg,Bundesliga,GK,25.0,2585,0,0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0.1,69.4,0,0,16,708,1224
Ryan Gravenberch,Liverpool,Premier League,MF,22.0,3160,0,4,1.1,3.1,1.1,0.57,0.14,70,181,55,26,3.5,89.2,35,60,59,1396,2343
Archie Gray,Tottenham,Premier League,"DF,MF",18.0,1751,0,0,0.0,0.1,0.0,0.05,0.05,7,40,17,3,0.2,87.4,8,19,50,878,1286
Jack Grealish,Manchester City,Premier League,"FW,MF",28.0,721,1,1,1.1,1.8,1.1,1.87,0.62,69,52,118,24,1.7,87.6,5,2,6,376,521
Jacob Greaves,Ipswich Town,Premier League,DF,23.0,2205,1,0,1.3,0.3,1.3,0.41,0.16,11,69,11,5,0.2,85.8,21,21,148,619,1404
Michael Gregoritsch,Freiburg,Bundesliga,FW,30.0,639,2,1,1.8,0.4,1.8,2.25,0.85,6,19,36,5,0.7,63.3,2,1,10,94,220
Vincenzo Grifo,Freiburg,Bundesliga,"FW,MF",31.0,2432,8,11,7.9,6.9,5.6,2.33,0.96,58,128,147,66,8.0,76.7,22,9,23,939,1768
Florian Grillitsch,Hoffenheim,Bundesliga,MF,28.0,601,0,0,0.2,0.2,0.2,0.9,0.15,4,44,4,5,0.8,86.6,9,8,18,270,488
Álex Grimaldo,Leverkusen,Bundesliga,DF,28.0,2636,2,7,2.5,8.1,2.5,1.5,0.44,86,160,252,73,8.6,81.2,14,16,43,1310,2365
Pascal Groß,Dortmund,Bundesliga,"MF,DF",33.0,2327,0,9,2.4,5.1,2.4,1.04,0.27,41,178,122,57,6.4,80.7,28,9,30,1149,2178
Brajan Gruda,Brighton,Premier League,"MF,FW",20.0,687,1,4,1.2,2.1,1.2,1.44,0.66,22,26,57,23,1.9,74.5,8,2,5,202,344
Marco Grüll,Werder Bremen,Bundesliga,"FW,MF",26.0,1181,6,1,4.0,1.8,4.0,1.91,0.76,24,38,93,11,1.5,76.8,9,3,10,317,495
Gonçalo Guedes,Wolves,Premier League,"MF,FW",27.0,995,2,4,3.2,1.3,3.2,2.44,0.72,41,40,79,14,0.9,74.2,5,5,4,304,484
Marc Guéhi,Crystal Palace,Premier League,DF,24.0,3059,3,2,2.0,1.8,2.0,0.44,0.21,22,134,10,16,2.0,83.5,34,28,163,1142,2131
Raphaël Guerreiro,Bayern Munich,Bundesliga,"DF,MF",30.0,1572,4,4,2.9,2.9,2.9,1.2,0.63,39,85,126,27,4.7,88.7,12,10,19,820,1487
Morgan Guilavogui,St. Pauli,Bundesliga,"FW,MF",26.0,1807,6,2,7.1,1.9,7.1,2.04,0.75,42,41,135,27,2.4,65.9,17,13,33,384,832
Bruno Guimarães,Newcastle Utd,Premier League,MF,26.0,3271,5,6,4.3,6.1,4.3,1.24,0.36,64,271,96,52,5.4,82.4,47,29,44,1400,2213
Serhou Guirassy,Dortmund,Bundesliga,FW,28.0,2598,21,4,22.7,3.9,19.6,2.98,1.14,25,43,128,25,3.1,72.7,6,4,38,528,965
Péter Gulácsi,RB Leipzig,Bundesliga,GK,34.0,2631,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,82.1,1,0,16,518,994
İlkay Gündoğan,Manchester City,Premier League,MF,33.0,2223,1,6,3.2,3.5,3.2,1.09,0.28,64,127,96,44,4.4,89.5,13,13,23,1118,1892
Christian Günter,Freiburg,Bundesliga,DF,31.0,2314,2,2,0.8,2.5,0.6,0.82,0.23,19,52,109,28,4.2,74.5,21,8,50,559,1304
Malo Gusto,Chelsea,Premier League,DF,21.0,1862,0,1,1.7,1.4,1.7,1.06,0.19,50,119,85,22,1.9,86.5,29,24,49,882,1595
Joško Gvardiol,Manchester City,Premier League,DF,22.0,3277,5,0,4.6,2.1,4.3,1.1,0.33,91,264,121,26,2.9,90.2,39,44,122,1997,3103
Erling Haaland,Manchester City,Premier League,FW,24.0,2736,22,3,22.0,3.0,18.8,3.42,1.81,24,20,124,29,2.0,66.9,6,5,23,310,639
Janik Haberer,Union Berlin,Bundesliga,"MF,DF",30.0,1696,0,0,0.7,0.8,0.7,0.8,0.16,13,59,22,7,1.9,77.0,29,17,37,444,911
Robin Hack,Gladbach,Bundesliga,"FW,MF",25.0,2172,4,7,5.4,3.6,5.4,2.44,0.99,51,95,141,32,3.8,76.2,17,9,28,684,1186
Amadou Haidara,RB Leipzig,Bundesliga,MF,26.0,1320,0,1,1.4,0.9,1.4,1.23,0.07,7,65,24,5,1.2,80.2,17,18,56,505,1100
Lewis Hall,Newcastle Utd,Premier League,DF,19.0,2189,0,4,0.4,4.3,0.4,0.45,0.04,41,123,80,34,3.7,81.7,41,18,75,950,1820
Andreas Hanche-Olsen,Mainz 05,Bundesliga,DF,27.0,1284,1,1,0.8,0.3,0.8,0.84,0.14,2,34,5,3,0.6,82.6,13,12,85,394,812
Phil Harres,Holstein Kiel,Bundesliga,FW,22.0,1544,8,1,5.9,1.3,5.9,2.16,0.99,12,16,71,10,1.1,56.6,10,5,20,240,481
Jack Harrison,Everton,Premier League,FW,27.0,2076,1,0,3.5,3.7,3.5,1.26,0.3,73,51,127,33,3.1,62.8,22,10,35,524,948
Taylor Harwood-Bellis,Southampton,Premier League,DF,22.0,2825,1,0,1.8,1.0,1.8,0.64,0.25,29,125,9,14,0.7,87.4,20,30,141,1433,2475
Kai Havertz,Arsenal,Premier League,"FW,MF",25.0,1875,9,3,9.5,2.4,9.5,2.54,1.01,35,61,113,17,1.7,78.4,9,6,33,418,785
Jan Paul van Hecke,Brighton,Premier League,DF,24.0,2958,1,1,1.3,1.5,1.3,0.52,0.15,55,228,5,15,1.4,88.2,29,24,142,1715,2589
Hwang Hee-chan,Wolves,Premier League,"MF,FW",28.0,661,2,0,0.8,0.1,0.8,0.68,0.41,15,12,42,3,0.3,81.4,4,2,11,159,271
Dean Henderson,Crystal Palace,Premier League,GK,27.0,3420,0,0,0.0,0.2,0.0,0.03,0.0,0,0,0,3,0.1,61.3,1,0,22,751,1308
Ramon Hendriks,Stuttgart,Bundesliga,DF,23.0,1154,0,1,0.6,1.0,0.6,0.39,0.08,8,36,22,6,1.5,83.7,9,19,63,418,839
Benjamin Henrichs,RB Leipzig,Bundesliga,DF,27.0,935,0,2,0.5,1.4,0.4,1.06,0.1,9,29,55,11,2.0,75.6,16,15,33,290,606
Mads Hermansen,Leicester City,Premier League,GK,24.0,2385,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,61.0,1,0,13,734,1147
Son Heung-min,Tottenham,Premier League,FW,32.0,2110,7,9,7.2,8.2,5.7,2.35,1.02,96,111,265,50,5.1,78.9,9,5,17,761,1134
Piero Hincapié,Leverkusen,Bundesliga,DF,22.0,2670,2,2,2.9,3.2,2.9,0.74,0.1,52,152,72,16,3.5,87.9,40,32,114,1366,2456
Jack Hinshelwood,Brighton,Premier League,"MF,DF",19.0,1842,5,2,2.7,1.5,2.7,0.88,0.49,19,68,54,17,1.5,83.2,19,16,37,590,1199
George Hirst,Ipswich Town,Premier League,FW,25.0,661,3,1,2.1,0.3,2.1,1.91,0.95,9,13,31,4,0.3,56.6,3,2,10,101,188
Adam Hložek,Hoffenheim,Bundesliga,"FW,MF",22.0,1871,8,4,5.6,3.5,5.6,2.84,1.15,54,68,102,20,3.2,68.5,10,4,20,429,761
Nicolas Höfler,Freiburg,Bundesliga,MF,34.0,794,0,0,0.2,0.1,0.2,0.45,0.0,1,30,3,3,0.4,86.4,23,14,28,199,482
Philipp Hofmann,Bochum,Bundesliga,FW,31.0,2277,3,3,5.5,3.3,5.5,2.13,0.75,8,53,112,26,2.6,63.5,12,4,33,486,938
Lucas Höler,Freiburg,Bundesliga,"FW,MF",30.0,1867,6,4,7.7,2.9,6.9,1.64,0.82,21,47,122,22,1.7,65.5,24,7,36,395,854
Benedict Hollerbach,Union Berlin,Bundesliga,"FW,MF",23.0,2540,9,1,7.0,1.6,7.0,2.69,0.85,103,68,214,26,2.3,65.4,22,2,13,710,1112
Lewis Holtby,Holstein Kiel,Bundesliga,MF,33.0,1238,0,1,0.5,1.5,0.5,0.51,0.0,14,47,34,21,1.8,76.5,20,21,26,372,847
Gerrit Holtmann,Bochum,Bundesliga,"DF,FW",29.0,1136,2,1,2.0,2.9,2.0,2.46,0.63,50,33,97,20,2.8,65.7,19,16,15,336,571
Franck Honorat,Gladbach,Bundesliga,FW,27.0,1439,4,7,4.5,5.3,4.5,1.94,0.56,63,45,124,50,4.9,67.5,7,5,28,373,762
Mathias Honsak,Heidenheim,Bundesliga,"FW,DF",27.0,1181,5,1,3.3,1.6,3.3,2.21,0.76,37,29,58,14,1.9,70.1,8,10,31,338,646
Timo Horn,Bochum,Bundesliga,GK,31.0,1170,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.1,56.9,0,0,9,285,535
Lukáš Hrádecký,Leverkusen,Bundesliga,GK,34.0,2610,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,75.3,0,0,8,538,962
Callum Hudson-Odoi,Nott'ham Forest,Premier League,"FW,MF",23.0,2194,5,2,2.5,2.7,2.5,1.52,0.7,130,71,189,44,2.6,82.0,14,13,12,641,1035
Will Hughes,Crystal Palace,Premier League,MF,29.0,2108,0,3,1.1,3.1,1.1,0.94,0.04,20,87,27,33,2.6,76.0,36,22,28,532,1203
Dean Huijsen,Bournemouth,Premier League,DF,19.0,2427,3,2,1.9,2.0,1.9,0.67,0.11,41,132,10,15,1.6,83.4,26,51,198,1118,2021
Omari Hutchinson,Ipswich Town,Premier League,"MF,FW",20.0,2583,3,2,2.9,3.5,2.9,1.57,0.63,97,75,159,31,2.5,78.0,13,11,15,779,1259
Oscar Højlund,Eint Frankfurt,Bundesliga,MF,19.0,722,1,0,1.0,1.1,1.0,0.75,0.25,17,49,9,6,0.3,88.0,12,5,11,291,497
Rasmus Højlund,Manchester Utd,Premier League,FW,21.0,2004,4,0,5.3,1.8,5.3,1.44,0.58,28,18,101,16,1.1,74.7,1,2,6,308,515
Igor,Brighton,Premier League,DF,26.0,961,0,0,0.0,0.2,0.0,0.09,0.0,9,49,1,2,0.3,91.9,5,4,39,530,816
Andrej Ilic,Union Berlin,Bundesliga,FW,24.0,937,7,0,4.9,0.3,4.1,2.59,1.06,5,13,59,6,0.2,57.6,2,5,6,151,302
Jackson Irvine,St. Pauli,Bundesliga,MF,31.0,2610,0,6,3.2,3.9,3.0,1.41,0.41,19,117,58,32,2.5,70.6,28,36,63,464,1286
Alexander Isak,Newcastle Utd,Premier League,FW,24.0,2756,23,6,20.3,4.3,17.2,3.1,1.34,83,88,217,41,3.6,75.3,5,3,17,615,1025
Ko Itakura,Gladbach,Bundesliga,DF,27.0,2790,3,0,1.6,0.8,1.6,0.68,0.23,23,69,5,7,1.5,89.0,29,28,171,1326,2170
Marko Ivezić,Holstein Kiel,Bundesliga,DF,22.0,1657,0,0,0.6,0.2,0.6,0.38,0.0,3,40,9,4,0.3,86.0,19,27,103,596,1176
Alex Iwobi,Fulham,Premier League,"FW,MF",28.0,2981,9,6,4.7,7.0,4.7,2.05,0.88,144,213,246,59,7.0,75.1,25,14,29,1312,1861
Nicolas Jackson,Chelsea,Premier League,FW,23.0,2220,10,5,12.3,4.3,12.3,3.08,1.38,47,38,129,28,1.9,75.9,13,3,15,417,687
Lee Jae-sung,Mainz 05,Bundesliga,MF,31.0,2650,7,6,5.3,5.0,5.3,1.36,0.51,28,105,165,34,4.7,77.5,21,35,38,699,1385
Kristijan Jakić,Augsburg,Bundesliga,MF,27.0,2306,0,1,0.8,1.2,0.8,0.7,0.16,24,106,49,16,1.8,82.9,23,28,50,703,1361
Reece James,Chelsea,Premier League,"DF,MF",24.0,1063,1,1,0.4,0.7,0.4,0.93,0.25,7,64,12,11,1.2,84.0,9,13,23,486,952
Vitaly Janelt,Brentford,Premier League,MF,26.0,2254,1,3,0.8,2.2,0.8,0.56,0.16,17,80,38,14,2.4,82.5,22,27,53,651,1289
Finn Jeltsch,Stuttgart,Bundesliga,DF,18.0,780,0,0,0.1,0.1,0.1,0.23,0.0,8,31,5,2,0.3,91.1,13,13,27,476,727
Fredrik Jensen,Augsburg,Bundesliga,MF,26.0,763,0,0,0.7,0.7,0.7,1.3,0.0,16,20,58,11,0.6,69.5,7,4,17,190,318
Mathias Jensen,Brentford,Premier League,MF,28.0,862,0,2,0.2,1.7,0.2,0.63,0.1,6,61,27,16,1.7,74.7,10,8,13,300,573
Moritz Jenz,Mainz 05,Bundesliga,DF,25.0,1600,0,0,1.6,0.3,1.6,0.56,0.23,1,47,3,3,0.4,84.3,20,30,128,510,1098
Gabriel Jesus,Arsenal,Premier League,FW,27.0,608,3,0,3.0,0.7,3.0,2.96,1.04,15,19,57,8,0.5,76.8,6,4,8,179,299
Raúl Jiménez,Fulham,Premier League,FW,33.0,2494,12,3,12.0,3.3,9.6,3.36,1.08,35,62,125,24,2.1,71.2,24,10,23,549,999
João Pedro,Brighton,Premier League,"FW,MF",22.0,1948,10,6,8.9,5.0,5.0,1.94,0.69,66,78,128,30,3.1,72.9,12,9,12,616,940
Joelinton,Newcastle Utd,Premier League,"MF,FW",27.0,2393,4,3,3.9,2.5,3.9,1.69,0.49,40,116,110,23,2.3,82.7,35,23,47,729,1360
Ben Johnson,Ipswich Town,Premier League,"DF,FW",24.0,1354,1,2,1.1,1.3,1.1,0.47,0.2,16,27,33,12,0.9,71.6,22,13,54,259,626
Brennan Johnson,Tottenham,Premier League,FW,23.0,2177,11,3,10.4,2.3,10.4,2.23,0.83,60,71,197,19,2.0,70.4,26,4,14,544,853
Sam Johnstone,Wolves,Premier League,GK,31.0,630,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,66.2,0,0,7,196,306
Curtis Jones,Liverpool,Premier League,"MF,DF",23.0,1712,3,3,4.3,1.1,4.3,1.79,0.68,30,117,79,22,1.6,93.1,22,7,10,789,1288
Jorginho,Arsenal,Premier League,MF,32.0,704,0,0,0.1,0.4,0.1,0.26,0.0,12,48,6,3,0.6,86.7,4,7,2,302,522
Diogo Jota,Liverpool,Premier League,FW,27.0,1196,6,3,7.9,1.8,7.9,3.84,0.98,37,34,88,11,1.1,69.7,8,8,6,263,485
Anthony Jung,Werder Bremen,Bundesliga,DF,32.0,1898,0,0,0.0,0.1,0.0,0.05,0.0,20,121,6,2,0.5,89.6,22,25,77,1044,1695
Josip Juranović,Union Berlin,Bundesliga,"DF,MF",28.0,1159,0,1,0.3,1.8,0.3,0.47,0.16,19,52,45,27,2.7,64.5,13,7,42,307,709
David Jurásek,Hoffenheim,Bundesliga,DF,23.0,619,0,1,0.1,0.9,0.1,0.73,0.29,17,22,42,7,0.9,69.9,3,6,17,238,499
James Justin,Leicester City,Premier League,DF,26.0,2912,2,2,1.5,0.8,1.5,0.77,0.19,39,91,96,14,0.8,78.2,37,46,141,866,1948
Pavel Kadeřábek,Hoffenheim,Bundesliga,DF,32.0,1576,2,0,0.8,2.0,0.8,0.8,0.17,15,47,86,21,1.7,70.1,14,20,54,456,1016
Daichi Kamada,Crystal Palace,Premier League,MF,27.0,1564,0,0,1.1,1.9,1.1,1.15,0.23,25,89,56,20,1.6,80.2,29,18,14,485,937
Boubacar Kamara,Aston Villa,Premier League,MF,24.0,1726,1,0,0.8,0.9,0.8,0.52,0.16,19,85,7,11,0.8,88.6,21,19,51,591,1113
Jakub Kamiński,Wolfsburg,Bundesliga,"DF,MF",22.0,1130,0,2,0.9,3.3,0.9,1.19,0.24,41,40,69,24,3.6,70.4,8,13,23,301,603
Kevin Kampl,RB Leipzig,Bundesliga,MF,33.0,1593,1,0,0.8,1.4,0.8,0.4,0.11,21,106,32,16,2.7,89.0,18,24,25,793,1316
Harry Kane,Bayern Munich,Bundesliga,FW,31.0,2381,26,9,20.3,5.3,13.3,3.97,1.7,29,97,143,35,5.6,78.9,11,2,16,513,917
Atakan Karazor,Stuttgart,Bundesliga,MF,27.0,2618,2,4,2.3,2.6,2.0,0.48,0.24,19,140,33,15,2.5,86.6,29,32,51,1112,2124
Michael Keane,Everton,Premier League,DF,31.0,1049,3,0,0.6,0.1,0.6,0.86,0.34,1,14,3,2,0.0,82.8,9,16,65,229,513
Caoimhín Kelleher,Liverpool,Premier League,GK,25.0,900,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,75.7,0,0,1,290,398
Aljoscha Kemlein,Union Berlin,Bundesliga,MF,19.0,922,1,0,0.9,0.6,0.9,1.07,0.29,5,42,19,10,0.7,75.5,4,6,15,260,549
Luca Kerber,Heidenheim,Bundesliga,"MF,DF",22.0,783,2,0,0.6,0.7,0.6,0.8,0.57,1,16,12,6,0.4,73.7,16,5,25,175,364
Milos Kerkez,Bournemouth,Premier League,DF,20.0,3336,2,5,0.6,3.9,0.5,0.51,0.13,106,159,197,35,2.6,75.8,26,45,106,1094,2158
Bilal El Khannouss,Leicester City,Premier League,"MF,FW",20.0,2182,2,3,1.3,4.6,1.3,1.24,0.29,73,128,89,42,3.1,75.1,30,6,10,732,1268
Rani Khedira,Union Berlin,Bundesliga,MF,30.0,2723,1,1,1.4,0.6,1.4,0.46,0.03,12,80,34,12,1.0,73.7,40,44,55,506,1246
Max Kilman,West Ham,Premier League,DF,27.0,3348,0,1,1.6,1.2,1.6,0.35,0.05,31,113,6,16,1.2,86.7,24,38,212,1270,2374
Joshua Kimmich,Bayern Munich,Bundesliga,MF,29.0,2847,3,7,1.8,7.4,1.8,1.07,0.32,51,362,77,83,10.5,89.5,29,25,34,2399,3867
Jakub Kiwior,Arsenal,Premier League,DF,24.0,1122,1,0,0.2,0.3,0.2,0.24,0.08,5,48,1,5,0.3,91.4,8,6,58,492,846
Tim Kleindienst,Gladbach,Bundesliga,FW,28.0,2737,16,7,13.6,6.2,11.9,2.4,1.18,45,63,145,29,4.0,60.9,15,12,66,545,1149
Lukas Klostermann,RB Leipzig,Bundesliga,DF,28.0,1838,1,0,0.3,0.1,0.3,0.2,0.1,16,83,26,2,0.7,88.4,14,24,143,752,1472
Justin Kluivert,Bournemouth,Premier League,MF,25.0,2340,12,6,10.3,4.8,5.6,2.19,0.88,81,105,173,45,3.7,74.4,11,14,24,646,1086
Ansgar Knauff,Eint Frankfurt,Bundesliga,"MF,DF",22.0,1597,4,5,4.9,5.2,4.9,1.69,0.51,53,58,146,27,4.5,66.7,22,12,24,435,775
Magnus Knudsen,Holstein Kiel,Bundesliga,MF,23.0,1850,0,1,0.7,1.3,0.7,0.58,0.19,16,54,25,8,2.0,84.0,29,12,44,488,987
Gregor Kobel,Dortmund,Bundesliga,GK,26.0,2880,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,80.0,0,1,23,831,1312
Robin Koch,Eint Frankfurt,Bundesliga,DF,28.0,2586,3,0,1.7,0.2,1.7,0.52,0.21,9,93,4,7,0.5,90.7,11,25,197,1244,2148
Derrick Köhn,Werder Bremen,Bundesliga,"DF,FW",25.0,1343,2,2,0.7,1.6,0.7,0.87,0.27,36,39,122,16,2.0,79.3,10,10,26,549,908
Dominik Kohr,Mainz 05,Bundesliga,"DF,MF",30.0,2295,2,0,1.6,0.6,1.6,0.51,0.2,26,101,31,11,1.7,81.1,46,42,127,835,1693
Marco Komenda,Holstein Kiel,Bundesliga,DF,27.0,1307,0,0,0.1,0.8,0.1,0.21,0.0,13,53,16,9,0.8,78.8,17,6,68,440,905
Mert Kömür,Augsburg,Bundesliga,MF,19.0,654,2,1,1.1,1.5,1.1,1.79,0.96,18,11,46,13,1.3,71.9,2,3,7,185,313
Ibrahima Konaté,Liverpool,Premier League,DF,25.0,2560,1,2,1.7,1.0,1.7,0.67,0.11,25,115,3,10,0.9,90.2,26,17,133,1290,2185
Ezri Konsa,Aston Villa,Premier League,DF,26.0,2936,2,0,1.3,0.4,1.3,0.34,0.15,24,90,11,6,0.6,92.9,18,24,114,1132,1915
Henri Koudossou,Augsburg,Bundesliga,DF,24.0,748,0,0,0.1,0.8,0.1,0.24,0.0,19,23,48,10,0.8,78.8,10,15,37,220,469
Konstantinos Koulierakis,Wolfsburg,Bundesliga,DF,20.0,2468,0,2,1.0,1.0,1.0,0.8,0.11,20,104,8,10,0.8,83.0,20,33,147,1049,1886
Mateo Kovačić,Manchester City,Premier League,MF,30.0,2198,6,2,1.9,3.6,1.9,1.84,0.49,56,164,16,33,3.2,92.6,38,24,21,1445,2123
Andrej Kramarić,Hoffenheim,Bundesliga,"MF,FW",33.0,2767,11,8,11.8,4.3,9.5,2.15,0.75,75,143,202,49,5.7,77.7,8,7,11,938,1554
Frans Krätzig,Heidenheim,Bundesliga,"DF,MF",21.0,1217,1,2,0.6,1.8,0.6,0.67,0.22,25,37,57,28,1.8,75.9,18,17,15,372,676
Tom Krauß,Bochum,Bundesliga,MF,23.0,1077,0,0,0.4,0.7,0.4,0.92,0.17,16,84,20,12,1.0,80.0,18,11,19,430,768
Rasmus Kristensen,Eint Frankfurt,Bundesliga,DF,27.0,2513,5,3,2.5,3.1,2.5,0.86,0.29,51,172,162,20,4.8,77.7,33,20,97,1084,1955
Lukas Kübler,Freiburg,Bundesliga,DF,31.0,1842,5,1,2.7,0.8,2.7,0.88,0.49,24,78,49,11,1.1,77.1,21,53,61,519,1268
Mohammed Kudus,West Ham,Premier League,"FW,MF",23.0,2590,5,3,6.9,3.1,6.9,2.61,0.73,98,79,216,31,2.7,83.6,23,4,8,842,1274
Dejan Kulusevski,Tottenham,Premier League,"MF,FW",24.0,2389,7,4,4.2,6.2,4.2,1.77,0.64,120,124,210,65,3.9,73.7,23,13,10,823,1276
Nediljko Labrović,Augsburg,Bundesliga,GK,24.0,1350,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.1,70.2,0,0,12,306,546
Maxence Lacroix,Crystal Palace,Premier League,DF,24.0,3116,1,1,3.4,1.0,3.4,0.87,0.14,8,65,7,8,1.0,81.7,41,54,207,1030,1934
Konrad Laimer,Bayern Munich,Bundesliga,DF,27.0,1699,2,2,2.1,2.7,2.1,0.95,0.32,87,141,113,20,3.2,87.8,27,8,24,816,1421
Stefan Lainer,Gladbach,Bundesliga,DF,31.0,757,1,0,0.3,1.0,0.3,0.48,0.12,25,25,32,9,0.4,77.4,13,12,30,288,565
Tariq Lamptey,Brighton,Premier League,DF,23.0,860,2,2,0.4,0.8,0.4,0.63,0.21,32,14,45,5,0.8,81.1,11,7,23,292,535
Hugo Larsson,Eint Frankfurt,Bundesliga,MF,20.0,2393,3,1,3.1,2.1,3.1,0.79,0.38,16,121,33,21,1.9,86.9,27,30,35,803,1478
Roméo Lavia,Chelsea,Premier League,MF,20.0,797,0,1,0.3,0.7,0.3,0.23,0.0,3,31,7,7,0.4,91.7,13,16,10,295,493
Diogo Leite,Union Berlin,Bundesliga,DF,25.0,2546,1,2,1.4,1.0,1.4,0.64,0.28,20,116,16,13,2.4,78.6,32,57,162,853,1803
Maxim Leitsch,Mainz 05,Bundesliga,DF,26.0,674,1,0,1.2,0.2,1.2,0.8,0.13,4,25,5,2,0.2,78.1,4,10,42,173,473
Mario Lemina,Wolves,Premier League,"MF,DF",30.0,1364,1,3,1.4,1.1,1.4,1.19,0.33,8,48,21,10,1.2,80.4,31,27,50,382,809
Bernd Leno,Fulham,Premier League,GK,32.0,3420,0,1,0.0,0.1,0.0,0.0,0.0,0,0,0,2,0.1,81.8,2,0,11,955,1479
Jefferson Lerma,Crystal Palace,Premier League,"MF,DF",29.0,2274,0,1,1.1,1.6,1.1,1.03,0.32,13,97,26,10,1.7,75.3,17,42,80,649,1406
Jamie Leweling,Stuttgart,Bundesliga,"MF,FW",23.0,1663,2,2,1.6,3.8,1.6,1.57,0.87,55,51,164,25,3.3,70.5,6,11,17,540,801
Rico Lewis,Manchester City,Premier League,"DF,MF",19.0,1893,1,2,1.4,0.3,1.4,0.48,0.1,39,107,78,7,1.0,91.5,19,13,45,865,1477
Keane Lewis-Potter,Brentford,Premier League,"DF,FW",23.0,3093,1,3,3.1,3.2,3.1,0.81,0.41,98,98,156,26,4.9,77.1,27,21,76,868,1613
Myles Lewis-Skelly,Arsenal,Premier League,DF,17.0,1369,1,0,0.2,0.4,0.2,0.2,0.07,37,71,37,8,0.5,91.2,14,7,27,526,905
Philipp Lienhart,Freiburg,Bundesliga,DF,28.0,2770,1,0,0.5,0.8,0.5,0.26,0.03,44,138,9,6,1.0,86.2,13,36,124,1444,2520
Matthijs de Ligt,Manchester Utd,Premier League,DF,24.0,2123,2,0,2.5,0.3,2.5,0.76,0.38,7,55,6,6,0.3,89.9,22,33,96,1078,1608
Victor Lindelöf,Manchester Utd,Premier League,DF,30.0,704,0,0,0.0,0.1,0.0,0.0,0.0,5,26,4,3,0.1,93.8,2,8,36,263,452
Jesper Lindstrøm,Everton,Premier League,FW,24.0,1239,0,1,2.1,2.0,2.1,2.03,0.73,30,25,81,19,2.0,69.4,25,12,17,302,625
Valentino Livramento,Newcastle Utd,Premier League,DF,21.0,2840,0,1,0.3,2.6,0.3,0.19,0.06,83,158,119,25,2.7,85.4,36,23,108,1023,1964
Sean Longstaff,Newcastle Utd,Premier League,MF,26.0,798,0,0,0.6,0.2,0.6,0.68,0.11,4,40,22,4,0.2,84.5,16,7,8,248,434
Anthony Losilla,Bochum,Bundesliga,MF,38.0,1137,0,0,0.1,0.4,0.1,0.4,0.0,3,45,11,7,0.7,76.6,16,18,27,223,547
Castello Lukeba,RB Leipzig,Bundesliga,DF,21.0,1577,0,0,0.4,0.2,0.4,0.23,0.06,18,80,23,4,0.5,85.1,17,17,74,806,1445
Saša Lukić,Fulham,Premier League,MF,27.0,2344,0,2,1.2,2.7,1.2,0.69,0.08,39,98,33,26,1.4,87.3,39,28,35,825,1493
Senne Lynen,Werder Bremen,Bundesliga,MF,25.0,2733,0,1,1.1,0.6,1.1,0.79,0.1,9,91,28,8,1.1,82.9,39,65,75,849,1717
Ian Maatsen,Aston Villa,Premier League,DF,22.0,1139,1,2,0.9,2.7,0.9,1.5,0.4,31,50,104,19,2.4,81.5,17,15,39,505,917
