player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches,goals_p90,assists_p90,xg_p90,xag_p90,npxg_p90,prog_carries_p90,prog_passes_p90,prog_receptions_p90,key_passes_p90,xa_p90,tackles_won_p90,interceptions_p90,clearances_p90,carries_p90,touches_p90,goals_zscore,assists_zscore,xg_zscore,xag_zscore,npxg_zscore,prog_carries_zscore,prog_passes_zscore,prog_receptions_zscore,key_passes_zscore,xa_zscore,tackles_won_zscore,interceptions_zscore,clearances_zscore,carries_zscore,touches_zscore,shots_zscore,shots_on_target_zscore,pass_completion_zscore,league_lsc,lsc_adj_goals_p90,lsc_adj_assists_p90,lsc_adj_xg_p90,lsc_adj_xag_p90,lsc_adj_npxg_p90,lsc_adj_shots_p90,lsc_adj_shots_on_target_p90,lsc_adj_prog_carries_p90,lsc_adj_prog_passes_p90,lsc_adj_prog_receptions_p90,lsc_adj_key_passes_p90,lsc_adj_xa_p90,lsc_adj_carries_p90,lsc_adj_touches_p90,lsc_adj_tackles_won_p90,lsc_adj_interceptions_p90,lsc_adj_clearances_p90,team_strength_ratio,poss_adj_touches_p90,pos_gk,pos_df,pos_mf,pos_fw,position_primary,age_curve_score,play_style_progressive,play_style_direct_carry,play_style_defensive,shots_p90_pct,shots_on_target_p90_pct,goals_p90_pct,assists_p90_pct,xg_p90_pct,xag_p90_pct,npxg_p90_pct,prog_carries_p90_pct,prog_passes_p90_pct,prog_receptions_p90_pct,key_passes_p90_pct,xa_p90_pct,tackles_won_p90_pct,interceptions_p90_pct,clearances_p90_pct,carries_p90_pct,touches_p90_pct,poss_adj_touches_p90_pct
Alexis Mac Allister,Liverpool,Premier League,MF,25.0,2599,5,5,2.8,4.7,2.8,1.32,0.45,36,177,80,45,5.6,83.5,58,22,29,914,1860,0.17314351673720663,0.17314351673720663,0.0969603693728357,0.16275490573297424,0.0969603693728357,1.2466333205078877,6.129280492497115,2.770296267795306,1.5582916506348594,0.1939207387456714,2.008464794151597,0.7618314736437091,1.0042323970757985,31.650634859561368,64.40938822624086,0.26385332703140124,0.7553850980989848,-0.2415976639713091,0.7639546222946261,-0.2099335643139764,-0.318685750470017,1.4876701275463877,-0.1978854632194282,0.9811721535660607,1.47651301313334,1.865889381882079,0.10265715344094886,-0.6527225363872418,0.10460981755145973,0.6513239757503001,0.13177666716187822,0.11551807639743794,0.4705089725402787,1.0,0.17314351673720663,0.17314351673720663,0.0969603693728357,0.16275490573297424,0.0969603693728357,1.32,0.45,1.2466333205078877,6.129280492497115,2.770296267795306,1.5582916506348594,0.1939207387456714,31.650634859561368,64.40938822624086,2.008464794151597,0.7618314736437091,1.0042323970757985,1.551774649304229,62.96088793422284,0,0,1,0,MF,1.0,0.0951612903211032,0.03938730853267241,1.385148133897653,0.6327913279132791,0.6626016260162602,0.7235772357723578,0.8048780487804879,0.5853658536585366,0.7696476964769647,0.5907859078590786,0.45799457994579945,0.9214092140921409,0.47696476964769646,0.8292682926829268,0.907859078590786,0.962059620596206,0.5636856368563685,0.37398373983739835,0.6124661246612466,0.7560975609756098,0.7154471544715447
Shuto Machino,Holstein Kiel,Bundesliga,"FW,MF",24.0,1953,11,2,6.5,3.0,4.9,2.26,0.97,30,59,108,27,2.6,64.2,5,7,28,449,899,0.5069124423963134,0.09216589861751152,0.2995391705069124,0.1382488479262673,0.22580645161290322,1.3824884792626728,2.71889400921659,4.976958525345623,1.2442396313364057,0.11981566820276497,0.2304147465437788,0.3225806451612903,1.2903225806451613,20.691244239631338,41.42857142857142,1.9447429238193958,-0.06936097135163108,1.0224737165163753,0.4678145489194254,0.6743512934392139,-0.041781278375807265,-0.35324696031170294,0.43726336786770276,0.5057752705104432,0.11181659955662884,-1.3089624360948946,-0.8430793061302987,-0.5820176655700814,-0.8957920627892514,-0.8771574909180153,1.070139481033087,1.3412345454630914,-1.5711377144470615,0.88,0.4460829493087558,0.08110599078341015,0.26359447004608294,0.12165898617511522,0.19870967741935483,1.9888,0.8536,1.2165898617511521,2.3926267281105993,4.379723502304148,1.094930875576037,0.10543778801843318,18.208294930875578,36.457142857142856,0.26183493925429413,0.36656891495601174,1.466275659824047,0.9080600159224695,43.891296170097874,0,0,1,1,FW,1.0,0.06562847608295426,0.06681514476291783,0.2764976958525346,0.8303030303030303,0.8833333333333333,0.9454545454545454,0.5787878787878787,0.8545454545454545,0.7242424242424242,0.803030303030303,0.5575757575757576,0.3939393939393939,0.6575757575757576,0.7333333333333333,0.6515151515151515,0.12121212121212122,0.23636363636363636,0.3878787878787879,0.17575757575757575,0.21818181818181817,0.2606060606060606
James Maddison,Tottenham,Premier League,MF,27.0,1809,9,7,5.8,4.2,5.8,1.94,0.85,45,164,95,41,5.9,81.3,19,12,19,1026,1464,0.44776119402985076,0.3482587064676617,0.2885572139303483,0.208955223880597,0.2885572139303483,2.238805970149254,8.159203980099504,4.72636815920398,2.039800995024876,0.2935323383084577,0.945273631840796,0.5970149253731344,0.945273631840796,51.04477611940298,72.83582089552239,1.9353662760790282,2.4208014705698533,1.0710258803893762,1.304324404208907,1.2115120936995065,0.3442012266696123,2.576823037010484,0.41077877323397693,1.6932993898908386,2.842661359706766,-0.008241332308711637,-0.24048952085107664,-0.6867380967859981,2.030409631483121,1.197065454281572,0.7745883071041902,1.1173082101378515,0.20003794583853735,1.0,0.44776119402985076,0.3482587064676617,0.2885572139303483,0.208955223880597,0.2885572139303483,1.94,0.85,2.238805970149254,8.159203980099504,4.72636815920398,2.039800995024876,0.2935323383084577,51.04477611940298,72.83582089552239,0.945273631840796,0.5970149253731344,0.945273631840796,0.9471902821314095,70.25473425379658,0,0,1,0,MF,1.0,0.11202185792195928,0.043859649121947786,0.7711442786069652,0.7872628726287263,0.8401084010840109,0.940379403794038,0.962059620596206,0.8428184281842819,0.8861788617886179,0.8644986449864499,0.7073170731707317,0.986449864498645,0.7208672086720868,0.943089430894309,0.991869918699187,0.5447154471544715,0.45799457994579945,0.34688346883468835,0.967479674796748,0.8807588075880759,0.8590785907859079
Noni Madueke,Chelsea,Premier League,FW,22.0,2033,7,3,9.6,4.2,9.6,3.54,1.33,154,69,226,32,3.2,77.4,18,10,11,641,980,0.3098868666994589,0.13280865715691095,0.4249877029021151,0.18593212001967535,0.4249877029021151,6.817511067388096,3.0545991146089526,10.00491883915396,1.4166256763403835,0.1416625676340384,0.7968519429414658,0.4426955238563699,0.4869650762420069,28.37678307919331,43.38416133792425,1.096167846662576,0.37178424868246346,2.0057065762357325,1.0350407691360126,2.2236818223682997,3.4033099233461104,-0.16204632179493553,2.05328743219671,0.7716555576142545,0.7598051761699433,-0.2698703372129028,-0.5617812234432222,-0.9511537827675307,-0.2204771798567532,-0.7103837431418178,2.4334570553424153,2.319456370626348,-0.27943341967818425,1.0,0.3098868666994589,0.13280865715691095,0.4249877029021151,0.18593212001967535,0.4249877029021151,3.54,1.33,6.817511067388096,3.0545991146089526,10.00491883915396,1.4166256763403835,0.1416625676340384,28.37678307919331,43.38416133792425,0.7968519429414658,0.4426955238563699,0.4869650762420069,1.2435809489172187,41.0745231782867,0,0,0,1,FW,0.649519052838329,0.07040816326368324,0.24024960997593295,0.6197737333989178,0.983739837398374,0.9769647696476965,0.8563685636856369,0.7100271002710027,0.9349593495934959,0.8265582655826558,0.948509485094851,0.991869918699187,0.45528455284552843,0.959349593495935,0.7750677506775068,0.7723577235772358,0.43360433604336046,0.3252032520325203,0.1111111111111111,0.47696476964769646,0.26287262872628725,0.2032520325203252
Gabriel Magalhães,Arsenal,Premier League,DF,26.0,2363,3,1,2.6,0.9,2.6,0.84,0.19,10,126,11,13,1.2,90.2,15,16,93,1116,1873,0.11426153195090986,0.03808717731696996,0.09902666102412187,0.03427845958527296,0.09902666102412187,0.38087177316969956,4.798984341938214,0.4189589504866695,0.4951333051206094,0.04570461278036394,0.5713076597545493,0.6093948370715193,3.5421074904782057,42.50528988573847,71.33728311468472,-0.09454312073637224,-0.5290553848920069,-0.2274415692962739,-0.7387360943390525,-0.19460386876135158,-0.8971153768522641,0.7739013910993531,-0.929543097670375,-0.5911836546598368,-0.5562343407066588,-0.6674465055587968,-0.2147146482918255,0.8114744015920176,1.182455562286174,1.1000120206108026,-0.3658839573095894,-0.535645510533831,1.2942161902228537,1.0,0.11426153195090986,0.03808717731696996,0.09902666102412187,0.03427845958527296,0.09902666102412187,0.84,0.19,0.38087177316969956,4.798984341938214,0.4189589504866695,0.4951333051206094,0.04570461278036394,42.50528988573847,71.33728311468472,0.5713076597545493,0.6093948370715193,3.5421074904782057,1.194113456303544,68.7392207405926,0,1,0,0,DF,1.0,0.06727175653936664,0.0089605734764917,0.5903512484130343,0.481029810298103,0.4146341463414634,0.6233062330623306,0.41192411924119243,0.5934959349593496,0.3035230352303523,0.5962059620596206,0.15718157181571815,0.8075880758807588,0.25203252032520324,0.33604336043360433,0.37669376693766937,0.26558265582655827,0.46883468834688347,0.8130081300813008,0.8672086720867209,0.8509485094850948,0.8373983739837398
Harry Maguire,Manchester Utd,Premier League,DF,31.0,1758,1,0,1.8,0.6,1.8,0.77,0.31,7,51,7,9,0.3,85.5,15,40,78,782,1328,0.051194539249146756,0.0,0.09215017064846416,0.030716723549488054,0.09215017064846416,0.35836177474402725,2.6109215017064846,0.35836177474402725,0.4607508532423208,0.015358361774744027,0.7679180887372014,2.04778156996587,3.993174061433447,40.034129692832764,67.98634812286689,-0.4784124185825998,-0.891279865718134,-0.2745521738080748,-0.7803949963133532,-0.245620144156827,-0.9121546795554833,-0.40010099031230445,-0.94839891471198,-0.6420335098483646,-0.9724256358770441,-0.3208732299817561,2.779994492978237,1.0717119104175739,0.9370742496550625,0.8829872974959416,-0.43845946504501165,-0.23510847041170688,0.7163917240873159,1.0,0.051194539249146756,0.0,0.09215017064846416,0.030716723549488054,0.09215017064846416,0.77,0.31,0.35836177474402725,2.6109215017064846,0.35836177474402725,0.4607508532423208,0.015358361774744027,40.034129692832764,67.98634812286689,0.7679180887372014,2.04778156996587,3.993174061433447,1.040602406291736,65.93231686140642,0,1,0,0,DF,0.875,0.038403614457266456,0.008951406649392774,1.4078498293515358,0.44308943089430897,0.5433604336043361,0.4363143631436314,0.17344173441734417,0.5745257452574526,0.2777777777777778,0.5799457994579946,0.14634146341463414,0.33604336043360433,0.23035230352303523,0.3157181571815718,0.14227642276422764,0.4092140921409214,0.997289972899729,0.8455284552845529,0.8238482384823849,0.8130081300813008,0.7994579945799458
Arne Maier,Augsburg,Bundesliga,MF,25.0,938,0,0,1.5,1.5,1.5,1.73,0.58,19,44,56,25,2.6,76.5,7,6,14,390,699,0.0,0.0,0.1439232409381663,0.1439232409381663,0.1439232409381663,1.8230277185501067,4.221748400852879,5.3731343283582085,2.3987206823027716,0.2494669509594883,0.6716417910447761,0.5756929637526652,1.3432835820895521,37.42004264392324,67.06823027718549,-0.7696298623010193,-0.9032492487568731,0.030645241045646508,0.5342909201743724,0.09674046156937466,0.3426616774622685,0.4408147440132386,0.5632934217639133,2.2147278535851838,1.6186097968906656,-0.40109060284745346,-0.3725648877611054,-0.55442640437669,0.6806902923519038,0.6502960525848409,0.5308920373363891,0.40457555148023894,-0.08957280808598453,0.88,0.0,0.0,0.12665245202558634,0.12665245202558634,0.12665245202558634,1.5224,0.5104,1.604264392324094,3.715138592750533,4.728358208955224,2.110874200426439,0.2195309168443497,32.92963752665245,59.02004264392323,0.7632293080054274,0.6541965497189378,1.5264586160108549,0.6247067568035136,68.41682472471751,0,0,1,0,MF,1.0,0.06294706723797419,0.04871794871664681,0.6236673773987207,0.7242424242424242,0.7212121212121212,0.16515151515151516,0.1712121212121212,0.6636363636363637,0.7606060606060606,0.6727272727272727,0.7151515151515152,0.7181818181818181,0.6878787878787879,0.9727272727272728,0.9090909090909091,0.3212121212121212,0.4121212121212121,0.41515151515151516,0.806060606060606,0.7757575757575758,0.7878787878787878
Patrick Mainka,Heidenheim,Bundesliga,DF,29.0,3060,1,1,1.9,0.3,1.9,0.74,0.24,21,102,12,7,0.7,85.4,30,68,206,1171,2136,0.029411764705882353,0.029411764705882353,0.05588235294117647,0.008823529411764706,0.05588235294117647,0.6176470588235294,3.0,0.3529411764705882,0.2058823529411765,0.020588235294117647,0.8823529411764706,2.0,6.0588235294117645,34.44117647058823,62.8235294117647,-0.6121381792560646,-0.6371407837613767,-0.5304892132684782,-1.048422607251838,-0.5243071272520321,-0.7092312356069019,-0.20471926303133517,-1.0337127777330415,-1.031281878745168,-1.0413939026195707,0.03247012408415671,2.2751015729968445,1.9022434244793844,0.3999689968292879,0.39742282145965024,-0.47638148956876386,-0.41199895609455534,0.9824538314760966,0.88,0.02588235294117647,0.02588235294117647,0.049176470588235294,0.007764705882352941,0.049176470588235294,0.6512,0.2112,0.5435294117647059,2.64,0.3105882352941176,0.1811764705882353,0.01811764705882353,30.308235294117644,55.28470588235294,1.0026737967914439,2.272727272727273,6.885026737967915,0.7741630451877886,65.17398689745613,0,1,0,0,DF,0.9759437387837656,0.047752808988003936,0.017933390264210307,1.4411764705882353,0.40606060606060607,0.48787878787878786,0.33181818181818185,0.34545454545454546,0.3939393939393939,0.11363636363636363,0.396969696969697,0.2696969696969697,0.4727272727272727,0.20303030303030303,0.14242424242424243,0.12424242424242424,0.4909090909090909,0.9848484848484849,0.9545454545454546,0.7333333333333333,0.6818181818181818,0.7272727272727273
Kobbie Mainoo,Manchester Utd,Premier League,MF,19.0,1651,0,0,0.7,1.6,0.7,0.82,0.11,22,65,47,14,1.8,86.5,29,19,14,652,1061,0.0,0.0,0.03815869170199879,0.08721986674742581,0.03815869170199879,1.1992731677771047,3.543307086614173,2.5620835857056328,0.7631738340399759,0.09812235009085403,1.5808600847970928,1.0357359176256813,0.7631738340399759,35.54209569957601,57.83767413688674,-0.7900177606680123,-0.891279865718134,-0.6444459819428489,-0.11952095060265147,-0.6461797332013239,-0.3503278527713935,0.1001693296020909,-0.26267429522537267,-0.19476567584742424,0.16266190704116892,1.1121330041558748,0.6729239137417435,-0.7917984155699083,0.49102417130994863,0.22570413110556634,-0.38661981666256723,-0.7360035372819137,0.8393330998608346,1.0,0.0,0.0,0.03815869170199879,0.08721986674742581,0.03815869170199879,0.82,0.11,1.1992731677771047,3.543307086614173,2.5620835857056328,0.7631738340399759,0.09812235009085403,35.54209569957601,57.83767413688674,1.5808600847970928,1.0357359176256813,0.7631738340399759,1.040602406291736,56.09025875060023,0,0,1,0,MF,0.22963966338592295,0.061262959471136816,0.0337423312873942,1.3082980012113872,0.4715447154471545,0.2777777777777778,0.17615176151761516,0.17344173441734417,0.3008130081300813,0.5582655826558266,0.3008130081300813,0.44173441734417346,0.5691056910569106,0.46070460704607047,0.5203252032520326,0.6666666666666666,0.8563685636856369,0.7588075880758808,0.25203252032520324,0.7181571815718157,0.5989159891598916,0.5284552845528455
Jordy Makengo,Freiburg,Bundesliga,DF,22.0,745,0,0,0.0,0.2,0.0,0.0,0.0,9,15,35,2,0.5,79.1,9,7,29,203,393,0.0,0.0,0.0,0.02416107382550336,0.0,1.087248322147651,1.8120805369127515,4.228187919463087,0.24161073825503354,0.060402684563758385,1.087248322147651,0.8456375838926173,3.5033557046979866,24.523489932885905,47.47651006711409,-0.7696298623010193,-0.9032492487568731,-0.8866591058814253,-0.8687409576993844,-0.9185057926831566,-0.29942688303746334,-0.8323791073312192,0.1990670946534189,-0.9783939458335829,-0.5786746757865853,0.4540642839721008,0.1292393572629869,0.5709132324508297,-0.5346503017389465,-0.5168584183416582,-1.2292930147301913,-0.9884044908532337,0.223603513583836,0.88,0.0,0.0,0.0,0.021261744966442956,0.0,0.0,0.0,0.9567785234899329,1.5946308724832214,3.720805369127517,0.21261744966442953,0.05315436241610738,21.580671140939597,41.7793288590604,1.235509456985967,0.9609517998779743,3.9810860280658944,0.8014920759123395,48.33708445320577,0,1,0,0,DF,0.649519052838329,0.03816793893049378,0.04433497536765027,0.9664429530201342,0.03939393939393939,0.07272727272727272,0.16515151515151516,0.1712121212121212,0.04090909090909091,0.21515151515151515,0.04242424242424243,0.4666666666666667,0.16363636363636364,0.5848484848484848,0.18787878787878787,0.3242424242424242,0.6696969696969697,0.5545454545454546,0.7393939393939394,0.3181818181818182,0.35454545454545455,0.3484848484848485
Donyell Malen,Dortmund,Bundesliga,"FW,MF",25.0,614,3,0,2.9,0.2,2.9,2.79,0.88,23,17,75,1,0.5,71.6,0,3,6,187,278,0.43973941368078173,0.0,0.42508143322475567,0.02931596091205212,0.42508143322475567,3.3713355048859937,2.4918566775244297,10.993485342019543,0.1465798045602606,0.0732899022801303,0.0,0.43973941368078173,0.8794788273615635,27.410423452768732,40.74918566775244,1.585050349999767,-0.9032492487568731,1.8226256764323867,-0.8083506768316047,2.080053231006024,1.6938149206758861,-0.4732064530956814,2.3512197306931264,-1.119066120118077,-0.4289008241539072,-1.7830654199419607,-0.6252910525455603,-0.7960562410759369,-0.26259252182134163,-0.9176311256841984,1.6093869247297854,1.125082469928587,-0.6797897220021868,0.88,0.3869706840390879,0.0,0.374071661237785,0.025798045602605867,0.374071661237785,2.4552,0.7744,2.9667752442996744,2.1928338762214983,9.674267100977199,0.1289902280130293,0.06449511400651466,24.121172638436484,35.85928338762215,0.0,0.49970387918270653,0.9994077583654131,1.2441796019930424,38.50293916698244,0,0,1,1,FW,1.0,0.06115107913518998,0.12299465240192996,0.21986970684039087,0.9181818181818182,0.8606060606060606,0.9181818181818182,0.1712121212121212,0.9393939393939394,0.2545454545454545,0.9484848484848485,0.9333333333333333,0.3242424242424242,0.9848484848484849,0.11818181818181818,0.396969696969697,0.03484848484848485,0.3333333333333333,0.2606060606060606,0.4909090909090909,0.19090909090909092,0.14545454545454545
Lennard Maloney,Heidenheim,Bundesliga,MF,24.0,760,0,0,0.3,0.0,0.3,0.36,0.0,1,14,0,1,0.1,71.6,11,14,38,147,378,0.0,0.0,0.035526315789473684,0.0,0.035526315789473684,0.11842105263157894,1.657894736842105,0.0,0.11842105263157894,0.011842105263157895,1.3026315789473684,1.657894736842105,4.5,17.407894736842103,44.76315789473684,-0.7696298623010193,-0.9032492487568731,-0.6602297697189007,-1.1517915871101994,-0.6679002699229265,-1.144888049656214,-0.913846107639545,-1.1459891842034466,-1.16074889334714,-1.1430404806821828,0.8972383700544915,1.6391567884380192,1.090138177573043,-1.2052071463962566,-0.6785032910343708,-0.8630117322192267,-0.9884044908532337,-0.6797897220021868,0.88,0.0,0.0,0.03126315789473684,0.0,0.03126315789473684,0.31679999999999997,0.0,0.10421052631578946,1.4589473684210525,0.0,0.10421052631578946,0.010421052631578947,15.31894736842105,39.39157894736842,1.480263157894737,1.8839712918660287,5.113636363636364,0.7741630451877886,46.437910977570944,0,0,1,0,MF,1.0,0.037037037036209634,0.006802721088044591,1.4802631578947367,0.17424242424242425,0.07272727272727272,0.16515151515151516,0.1712121212121212,0.2636363636363636,0.03939393939393939,0.2727272727272727,0.1,0.13636363636363635,0.04090909090909091,0.09696969696969697,0.07575757575757576,0.8181818181818182,0.9515151515151515,0.8393939393939394,0.05454545454545454,0.3090909090909091,0.31212121212121213
Orel Mangala,Everton,Premier League,MF,26.0,1261,1,0,1.1,0.6,1.1,1.14,0.43,6,34,19,8,0.6,89.2,8,21,24,298,621,0.07137192704203013,0.0,0.07850911974623315,0.04282315622521808,0.07850911974623315,0.4282315622521808,2.426645519429025,1.3560666137985726,0.570975416336241,0.04282315622521808,0.570975416336241,1.4988104678826328,1.7129262490087231,21.26883425852498,44.32196669310072,-0.3555988935893802,-0.891279865718134,-0.36800655519647074,-0.6387953137345271,-0.3468222940173733,-0.8654735175103397,-0.4989740382215676,-0.6379464938494337,-0.4790171231350042,-0.5957528016671663,-0.6680321646734625,1.6370412523058457,-0.24385002305414308,-0.9262824193299152,-0.6496463823634767,-0.05484606701492226,0.06542856971041722,1.1712748144493352,1.0,0.07137192704203013,0.0,0.07850911974623315,0.04282315622521808,0.07850911974623315,1.14,0.43,0.4282315622521808,2.426645519429025,1.3560666137985726,0.570975416336241,0.04282315622521808,21.26883425852498,44.32196669310072,0.570975416336241,1.4988104678826328,1.7129262490087231,0.9100095926339222,46.76132780114875,0,0,1,0,MF,1.0,0.05475040257525425,0.02013422818697281,1.0348929421094368,0.5718157181571816,0.6504065040650406,0.5203252032520326,0.17344173441734417,0.5338753387533876,0.34417344173441733,0.5392953929539296,0.18699186991869918,0.3008130081300813,0.3685636856368564,0.3821138211382114,0.34688346883468835,0.26287262872628725,0.9376693766937669,0.5420054200542005,0.15989159891598917,0.2981029810298103,0.34146341463414637
Ryan Manning,Southampton,Premier League,"DF,MF",28.0,1462,0,1,0.3,3.2,0.3,0.49,0.06,14,35,74,34,2.8,77.1,17,17,47,483,968,0.0,0.06155950752393981,0.018467852257181942,0.19699042407660738,0.018467852257181942,0.8618331053351573,2.1545827633378933,4.555403556771545,2.0930232558139537,0.17236662106703146,1.0465116279069768,1.0465116279069768,2.893296853625171,29.733242134062927,59.58960328317374,-0.7900177606680123,-0.3058240188014868,-0.7793472613620627,1.1643812929932849,-0.792264906452044,-0.5757771463381975,-0.6449489698695914,0.3575802994676788,1.772012341006452,1.1809036427611397,0.1702150399756278,0.6953588523747904,0.43715079903245047,-0.08578348239034833,0.3391685638141014,-0.728761495986701,-0.8612273039994655,-0.31631583241024125,1.0,0.0,0.06155950752393981,0.018467852257181942,0.19699042407660738,0.018467852257181942,0.49,0.06,0.8618331053351573,2.1545827633378933,4.555403556771545,2.0930232558139537,0.17236662106703146,29.733242134062927,59.58960328317374,1.0465116279069768,1.0465116279069768,2.893296853625171,0.6927987649729233,57.77981883923617,0,1,1,0,DF,1.0,0.03615702479278166,0.02898550724540196,1.0465116279069768,0.2886178861788618,0.17750677506775067,0.17615176151761516,0.48509485094850946,0.15989159891598917,0.8509485094850948,0.15989159891598917,0.3224932249322493,0.2601626016260163,0.6964769647696477,0.94579945799458,0.8590785907859079,0.6165311653116531,0.7642276422764228,0.7046070460704607,0.5474254742547425,0.6449864498644986,0.5826558265582655
